Text,CUIS
nsaid at least once,C0003211;C3536840
never nsaid,C0003211;C3536840
hr vs warfarin $nmbr$ ci,C0008107;C3259781
gi major bleeding,C0017181;C0205082;C0205164;C4318856;C4521762
stroke se,C0038454;C0036919;C4554100
duration of disease y,C0872146
daily bowel movements,C0332173;C0011135
$nmbr$ mg l,C0439268
oral corticosteroid use at baseline,C0239126
mean dose,C0444504;C0178602;C0869039;C1114758;C2347634;C2348143
median dose range,C0178602;C0869039;C1114758
dapagliflozin $nmbr$ mg insulin n $nmbr$,C0024671;C0021641;C1533581;C1579433;C3714501;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
placebo insulin n $nmbr$,C0032042;C0021641;C1533581;C1579433;C3714501;C1696465;C1706408
total baseline insulin dose,C2986497
dose iu,C0049272;C0439453;C0694756
dose weight iu kg,C0005910;C0439463;C0043100;C1305866;C1705104
method of insulin administration,C0087111;C1547585
use of cgm yes,C1524063;C1549445;C1705108;C1710701
hba $nmbr$ c at randomization,C0019016;C0034656;C1825777;C3538758
subgroup statistics,C0038215;C0600673
for patients using personal cgm,C0030705;C1524063;C1519021
adjusted mean change from baseline,C0392747;C0443172;C1705241;C4319952
difference from placebo $nmbr$ cl,C1705241;C1705242
for patients not using personal cgm,C0030705;C1518422;C1524063;C1519021
use of cgm interaction test p value^,C1524063;C1709380
adjusted mean change from baseline se,C0392747;C0443172;C1705241;C4319952
patients n n a,C0030705
overall pea population,C0032659;C1257890
ics subset,C0815320;C1515021;C4551720
ics laba subset,C0815320;C1515021;C4551720
ff vi n $nmbr$,C4554348;C0205999
uc n $nmbr$,
adjusted or $nmbr$ ci b,C0456081;C0008107;C3259781
adjusted or $nmbr$ ci c,C0456081;C0008107;C3259781
act total score $nmbr$ and or improvement from baseline $nmbr$,C0079613;C2964552;C1704930;C1869853;C3890007;C4048375;C2986411;C0168634;C1442488
act total score $nmbr$,C0079613;C2964552;C1704930;C1869853;C3890007;C4048375
improvement from baseline $nmbr$,C2986411;C0168634;C1442488
difference ff vi versus uc,C1705241;C0205999;C1705242
$nmbr$ ci b,C0008107;C3259781
$nmbr$ ci c,C0008107;C3259781
percent work time missed due to asthma,C0043227;C0040223;C3541383;C1705492;C0678226
percent impairment while working due to asthma,C0221099;C0684336;C0043227;C0678226
percent overall work impairment due to asthma,C0221099;C0684336
percent activity impairment due to asthma,C0221099;C0684336
proportion of responders n n,C1709707
ffa i,C0021966;C0221138
uc,
environmental stimuli,C0450025
activity limitation,C0443288;C0449295
emotional function,C0031843;C0542341;C0700205;C1705273
secukinumab $nmbr$ mg no load n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C1550025;C1704782;C1708715
time since as diagnosis years mean sd,C0040223;C3541383;C0011900;C2699239;C1704338;C1704656
hla b $nmbr$ positive at baseline n,C0439178;C1446409;C1514241;C2825490;C3812269
tnfi na ve n,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882;C0369718;C0441922
total basdai score mean sd,C2964552;C2699239
total back pain score $nmbr$ $nmbr$ mm scale mean sd,C1504479;C2699239
previous systemic treatment n,C0205156;C0678812;C1552607
methotrexate use at randomization,C0042153;C0457083;C1947944
sulfasalazine use at randomization,C0042153;C0457083;C1947944
corticosteroid use at randomization,C0239126;C0034656
cumulative nsaid score mean sd,C0003211;C2699239;C3536840
uveitis,C0042164;C1963266
tnfi ir,C0022065;C0022071;C1448132
asas $nmbr$,C0004057;C3853627
hscrp post baseline baseline ratio ls mean se,C0023668;C0036919
asas $nmbr$ $nmbr$,C0004057;C3853627
basdai ls mean change from baseline se,C0392747;C0443172;C1705241;C4319952
sf $nmbr$ pcs ls mean change from baseline se,C0392747;C0443172;C1705241;C4319952
asqol ls mean change from baseline se,C0392747;C0443172;C1705241;C4319952
benralizumab $nmbr$ mg q $nmbr$ w,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
a $nmbr$ $nmbr$ $nmbr$ a $nmbr$,
a $nmbr$ $nmbr$,
$nmbr$ nil,C0442734
other^,
bmp kg m $nmbr$,C0022718;C0439209;C4054209
eosinophil counf cells pl,C3897966;C4049765
pre bronchodilator fevr l,C2599602;C1708033
pre bronchodilator fevr pred,C0032952;C0044955
$nmbr$ $nmbr$ $nmbr$ a $nmbr$,
pre bronchodilator fevi fvc,C0802741;C3815113
$nmbr$ i $nmbr$ $nmbr$ ai,C0003504;C4551710
pre bronchodilator fvc pred,C0032952;C0044955
age at asthma diagnosis years,C1828181;C3173302
exacerbations in the past $nmbr$ months n,C4086268;C0439231
tass,C0559483
aqlq si $nmbr$ score,C0449820;C4050231
atopic,C0392707
ocs use,C0042153;C0457083;C1947944
subgroup name level,C0441889;C0456079;C1547707;C2946261
estimate $nmbr$ cl,C0750572;C0596019
no ocs,
no nasal polyps,C0027430
pre bd fvc,C0005126;C3714541;C2344255;C4050145
pre bd fvc s $nmbr$ of predicted,C0005126;C3714541;C2344255;C4050145;C0681842;C1882327
s $nmbr$ exacerbations,C4086268
age at diagnosis s $nmbr$ years,C1828181;C3173302;C0439234
age at diagnosis,C1828181;C3173302
either ocs use nasal polyps pre bd fvc,C0027430;C3714541
no ocs use no nasal polyps pre bd fvc s $nmbr$ of predicted and age at diagnosis,C0042153;C0457083;C1947944;C0027430;C3714541;C0681842;C1882327;C1828181;C3173302
aspirin group n $nmbr$,C0004057;C0441848
white race no i,C0007457;C0043157;C0021966;C0221138
participant reported hypertension no,C0020538;C1963138
aspirin use before screening no,C0042153;C0457083;C1947944
statin use no,C0042153;C0457083;C1947944
median interquartile range yr,C1711350;C0439234
vascular risk score no ^,C0449820;C4050231
aspirin n $nmbr$ no of participants with events,C0004057;C0679646;C0441471;C3541888
piacebo n $nmbr$ no of participants with events,C0679646;C0441471;C3541888
heterogeneity or trend p vaiue,C0019409;C0242960;C1521798;C4554533
body mass index kg m ^,C0022718;C0439209;C4054209
weight at randomization kg,C2985844;C0022718;C0439209;C4054209
prior aspirin use,C0042153;C0457083;C1947944
vascular risk score,C0449820;C4050231
other treatment assignment,C0039798;C1516050;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
omega $nmbr$ fatty acids,C1719844;C0015684
moderate s $nmbr$,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
fatty acid group n $nmbr$,C0015684;C0441848
unknown no,C0439673;C3541433;C4050014
patient reported hypertension no,C0020538;C1963138
medication use no,C0240320
median iqr yr,C0549183;C0439234;C0876920;C2347635;C2348144;C2939193
systolic blood pressure^,C0488055;C0871470;C1306620
$nmbr$ mm hg no,C0439475
omega $nmbr$ fa n $nmbr$,C1719844
heterogeneity or trend p value,C0019409;C0242960;C1521798;C1709380;C4554533
percentage,C0439165;C1549488;C1561533
body mass index kg m^ ^,C0022718;C0439209;C4054209
canakinumab $nmbr$ month on treatment il $nmbr$ above the median value $nmbr$ $nmbr$ ng l n $nmbr$,C0020898;C0021764;C0022271;C0549183;C0439297;C0876920;C2347635;C2348144;C2939193
canakinumab $nmbr$ month on treatment il $nmbr$ below the median value,C0020898;C0021764;C0022271;C0549183;C0876920;C2347635;C2348144;C2939193
unknown missing,C0439673;C3541433;C4050014;C1551393;C1705492;C3272743
randomized to canakinumab $nmbr$ mg,C0034656;C3815594
treatment group on treatment il $nmbr$ threshold,C0020898;C0449864;C0021764;C0022271
incidence rate n a,C1708485
hradjusted $nmbr$ ci b,C0008107;C3259781
$nmbr$ ref,C1425988
canakinumab il $nmbr$ top tertilec,C0020898;C0021764;C0022271
canakinumab il $nmbr$ middle tertile,C0020898;C0021764;C0022271
canakinumab il $nmbr$ lowest tertile,C0020898;C0021764;C0022271
p value for trend across categories,C1709380;C1521798;C4554533;C0683312
experimental intervention group n $nmbr$,C0441848
mean body mass index kg m $nmbr$ sd,C0022718;C0439209;C4054209;C2699239
insulin dependent diabetes mellitus,C0011854
stable coronary artery disease,C0010054;C0010068;C1956346
percutaneous coronary intervention done,C1532338;C1272695
vascular access site,C0589360
lesions treated per patient,C0221198;C1522326;C0030705
one lesion,C0221198;C1546698
two lesions,C0205448;C0221198
three or more lesions,C0205449;C0221198
treated lesions,C1522326;C0221198
n lesions,C0369718;C0221198;C0441922
stented lesions,C0038257;C0221198
index percutaneous coronary intervention,C0600653;C1532338;C0918012;C1552854;C1637833;C2986546
n stented lesions,C0038257;C0221198
mean stents per lesion sd,C0038257;C0221198;C1546698
biolimus a $nmbr$ eluting stent,C0038257
other stent,C0038257
mean total stent length per lesion mm sd,C1444754;C1706316
mean stent diameter per lesion mm sd,C0038257;C0552409
direct stenting per lesion,C0038257;C2348535
bifurcation per lesion,C0184906;C3146289
thrombus aspiration done per lesion,C0220787;C0349707;C0700198;C2712334;C2827071;C1272695;C0221198;C1546698
timi flow,C3272266
pre procedure,C3272300
post procedure,C3272301
experimental treatment group,C0949266;C2585119
control group,C0009932
indication,C0392360;C3146298
s $nmbr$ years,C0439234
renal failure,C0035078;C1963154
left main treated,C0205091;C1522326;C0443246;C1552822
type of reference treatment strategy,C0455708;C0679199
use of ticagrelor,C1524063;C1999375
use of clopidogrel,C1524063;C0070166
$nmbr$ $nmbr$ o $nmbr$ $nmbr$ o $nmbr$,C0483204
cld $nmbr$ mg n l $nmbr$,C0439268
azl m $nmbr$ mg $nmbr$ cld $nmbr$ mg n l $nmbr$,C2827881
$nmbr$ $nmbr$ $nmbr$ l l,C3539687
non hispanic and latino,C1518424;C0086528
not collected^,C1516695;C1516698
bmi kg m^ mean sd,C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
anti hypertensive treatment history n,C0432633
raas inhibitors,C0243077
change from baseline to final apbm,C0392747;C0443172;C1705241;C4319952;C0205088;C1546485;C3853528
cld $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
azl m $nmbr$ mg cld $nmbr$ mg,C1319635
p value overall,C1709380;C0282416;C1561607
baseline $nmbr$ hour mean sbp mm hg,C0085805;C0439475
cgfr ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
people with diabetes n $nmbr$,C0027361;C0011847;C0011849
people without diabetes n $nmbr$,C0027361;C0011847;C0011849
atherosclerotic coronary heart disease ischaemic stroke or peripheral arterial disease n n number of people in phase $nmbr$ studies only high intensity statins were defined as atorvastatin $nmbr$ to $nmbr$ mg rosuvastatin $nmbr$ to $nmbr$ mg or simvastatin $nmbr$ mg daily,C0010054;C0948008;C0237753;C0449788;C0205390;C0947630;C1710475;C4081854;C0360714;C1704788;C3539106;C0024671;C0965129;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0332173
heterozygous familial hypercholesterolemia,C0020445;C0745103;C1366529
high intensity statins,C4081854;C0360714
any other lipid lowering therapy n,C0585943
anti hyperglycaemic agent n,C0432633;C1321567
injectable anti hyperglycaemic n,C1272883;C0432633
insulin n,C0021641;C1533581;C1579433;C3714501
triglycerides median q $nmbr$ q $nmbr$,C0041004;C0549183;C0876920;C2347635;C2348144;C2939193
duration of total exposure to study treatment weeks,C0439175;C2826870;C0439810;C1521826;C0439230
teaes of special interest,C0205555;C0543488
study population,C2348561
proportion of individuals a alirocumab placebo,C1709707;C0027361;C0237401;C0032042;C1696465;C1706408
rate per $nmbr$ patient years control vs alirocumab i,C0489879;C0030705;C0021966;C0221138
hr vs control $nmbr$ cl,C0243148;C0596019;C1550141;C1882979;C2587213;C3274648;C4553389
lisrs,
neurocognitive disorders,C0029227;C4041080
neurologicai events,C0441471;C3541888
hepatic disorders,C0023895
general allergic events,C0441471;C3541888
ophthalmologic events,C0441471;C3541888
dm or diabetic complications,C0011816;C3250443;C0342257
adjudicated mace $nmbr$,C0349381;C0949745;C1445339
teaes in a $nmbr$ of individuals,C0027361;C0237401
proportion of individuals control alirocumab,C1709707;C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
rate per $nmbr$ patient years control vs alirocumab,C0489879;C0030705;C3491162
diarrhoea,C0011991;C1963091;C3641756;C4084784;C4084802;C4085317
at,
ta,C0039297;C1506978;C1705538;C3272501;C4553364
tk,C0041405;C0220928;C4050092
week $nmbr$ czp dose combined n $nmbr$,C0054841;C0178602;C0869039;C1114758;C1861828;C1872109
dmard n $nmbr$,C0242708
demographic characteristics mean sd unless otherwise stated,C0683970;C2699239;C1301808;C1442792
disease characteristics n unless otherwise stated,C0599878;C1301808;C1442792
prior use of synthetic dmards,C1524063;C0242708
concomitant use of corticosteroids,C1524063
tender joint count $nmbr$ $nmbr$ joints mean sd,C0451530;C2699239
swollen joint count $nmbr$ $nmbr$ joints mean sd,C0451521;C2699239
patients with psoriasis bsa $nmbr$,C0030705;C0033860
pasi mean sd,C0444504;C2699239;C2347634;C2348143
patients with enthesitis lei $nmbr$,C0030705;C1282952
lei mean sd,C0444504;C2699239;C2347634;C2348143
patients with dactylitisa,C0030705
ldi mean sd a,C0444504;C2699239;C2347634;C2348143
patients with nail psoriasis mnapsi $nmbr$,C0030705;C0406322
mnapsi mean sd,C0444504;C2699239;C2347634;C2348143
observed,C1441672
imputed,C2699638
clinical and patient reported outcomes observed n unless otherwise indicated,C0205210;C2987124;C1441672;C1444656
pasi $nmbr$ a,C4528685
ldi mean [sd]b,C0444504;C2347634;C2348143;C2699239
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ ] n $nmbr$,C0369718;C0441922
total resolution of dactylitisb,C1514893;C1706463;C2699488
lei mean [sd]c,C0444504;C2347634;C2348143;C2699239
total resolution of enthesitisc,C1514893;C1706463;C2699488
mnapsi mean [sd]d,C0444504;C2347634;C2348143;C2699239
total resolution of nail psoriasisd,C1514893;C1706463;C2699488
haq di mean [sd],C0444504;C2347634;C2348143;C2699239
haq di mcide,C3826998;C4321476
uc [gemini $nmbr$ ],
cd [gemini $nmbr$ ],C0007928;C0034283;C4552032
vdz n \ $nmbr$,
vdz pla n $nmbr$,C0456170
pla n $nmbr$,C0456170
vdz n $nmbr$,
pla $nmbr$,C0456170
disease duration mean [sd] years,C0444504;C2347634;C2348143;C2699239;C0439234
disease duration $nmbr$ years $nmbr$ [ ] disease activity s,C0872146;C0439234;C1292728
cdai mean [sd],C0444504;C2347634;C2348143;C2699239
cdai $nmbr$ n [ ],C0683448;C1413248;C3273706
ms mean [sd],C0444504;C2347634;C2348143;C2699239
ms,C2349943;C3539704;C3713294
ms $nmbr$ $nmbr$ n [ ],C2349943;C3539704;C3713294
crp mean [sd] mg $nmbr$,C0444504;C2347634;C2348143;C2699239;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
crp $nmbr$ mg $nmbr$ n [ ],C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
concomitant therapy n [ ],C1707479
cs and im,C0010182;C0271160;C3540510;C4085345
im on]y,
prior tnf antagonist n [ ],C0332152;C0231491;C2826257
smoking status n [ ],C1519386
supplementary figure $nmbr$ incidence of arthritis arthralgia in patients receiving corticosteroids at baseline according to tapering of corticosteroids in the previous $nmbr$ weeks in a patients with crohn s disease n $nmbr$ and b patients with ulcerative colitis n $nmbr$ this analysis includes patients who received $nmbr$ mg prednisone equivalent per day at baseline,C0021149;C0220856;C0030705;C1514756;C0001617;C3539185;C3540725;C3540726;C3540727;C0441640;C1548969;C0439230;C0010346;C0012634;C0009324;C0002778;C0936012;C1524024;C0332257;C1552866;C2700399;C0205163;C0439185;C0168634;C1442488
aii participants n $nmbr$,C1424250;C0679646;C2698414
anti gad positive n $nmbr$,C0270549;C0439178;C1446409;C1514241;C2825490;C3812269;C1414925
anti gad negative n $nmbr$,C0270549;C0205160;C1513916;C2825415;C2825491;C3853545;C1414925
prior cvd,C0332152;C0007222;C2826257
thyroid disease,C0040128
ethnic background,C0015031
prior gestational diabetes,C0332152;C0085207;C2826257
alcohol $nmbr$ drinks per week,C0556297;C0332174;C0439230
education level,C0013621;C0013658
education $nmbr$ to $nmbr$ y,C0013621;C0013622;C0013658;C0039401
education $nmbr$ y,C0013621;C0013622;C0013658;C0039401
creatinine pmol l,C0010294;C0439284;C1561535
acr $nmbr$ mg g,C1412134;C1300563;C1515941
f plasma glucose mmol l,C0202042;C1532563;C0455280
statin users,C0360714;C1706077
ace arb users,C1452534;C1706077;C4284014
beta blocker users,C0001645;C1706077
thiazide users,C0541746;C1706077
c peptide nmol l,C0607868
overall n n loopy,C0282416;C1561607
glargine n n loopy,C0907402
std n n loopy,
person years,C0027361;C0439234;C2347489
first co primary,C0205225;C0439612;C0439631
anti gad positive,C0439178;C1446409;C1514241;C2825490;C3812269
anti gad negative,C0205160;C1513916;C2825415;C2825491;C3853545
second co primary,C0205225;C0439612;C0439631
microvascular outcome,C0443258;C1274040
non severe hypoglycaemia,C0020615;C4553659
hbalc $nmbr$ $nmbr$ mmol mol,C3829066
iglarlixi n $nmbr$,
iglar n $nmbr$,
beam values mg dl mean sd,C0439269;C2699239
beam,C0338248;C2347880;C4521565
sample statistics,C2348149
nilvadipine,C0132512
years since diagnosis,C0439234;C0011900;C1704338;C1704656
years since symptom onset,C0439234;C4086878
apoe $nmbr$ carrier,C0007294;C0560175;C1325398;C1706209;C3273162
smmse,
smmse $nmbr$,
baseline adas cog $nmbr$,C0168634;C3539026;C1442488
baseline cdr sb n $nmbr$ $nmbr$,C0168634;C0038111;C3811240;C1442488
baseline dad n $nmbr$ $nmbr$,C0168634;C1442488
d $nmbr$ ci,C0008107;C3259781
group difference,C1705241;C1705242
non carrier n $nmbr$,C2986416
carrier n $nmbr$,C0007294;C0560175;C1325398;C1706209;C3273162
