Text,CUIS
sf $nmbr$ bodily pain mean change from baselinee,C0392747;C0443172;C1705241;C4319952
sf $nmbr$ bodily pain mean change from baselineb,C0392747;C0443172;C1705241;C4319952
eq $nmbr$ d $nmbr$ l no pain or discomfortf,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
eq $nmbr$ d $nmbr$ l no pain or discomfortc,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
low nfs nfs,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
tnf ir,C0022065;C0022071;C1448132
indeterminate nfs $nmbr$ $nmbr$ nfs,C0205258;C1555018
pain vas mean change from baselined,C0392747;C0443172;C1705241;C4319952
high nfs nfs $nmbr$ $nmbr$ n $nmbr$,C0205250;C1513839;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
sf $nmbr$ bodily pain mean change from baselinee,C0392747;C0443172;C1705241;C4319952
p value low vs high nfs^,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223;C0205250;C1555018;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
eq $nmbr$ d $nmbr$ l no pain or discomfortf,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
p j $nmbr$ trend,C1521798;C4554533
low nfs nfs,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
body mass index kg m^^,C0022718;C0439209;C4054209
indeterminate nfs $nmbr$ $nmbr$ nfs,C0205258;C1555018
smoking current,C0521116;C1705970
high nfs nfs $nmbr$ $nmbr$ n $nmbr$,C0205250;C1513839;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
ezetimibe simvastatin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
p value low vs high nfs^,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223;C0205250;C1555018;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
past cardiovascular history no,C1880008
p j $nmbr$ trend,C1521798;C4554533
any lipid lowering agent use,C0042153;C0457083;C1947944
body mass index kg m^^,C0022718;C0439209;C4054209
at index event no,C0441471;C4019010
smoking current,C0521116;C1705970
type of event,C1561488
ezetimibe simvastatin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
ml with st segment elevation,C0439526;C1705224;C3887665
past cardiovascular history no,C1880008
ml without st segment elevation,C0439526;C1705224;C3887665
any lipid lowering agent use,C0042153;C0457083;C1947944
diagnostic catheterization,C0596429
at index event no,C0441471;C4019010
prerandomization pci,C4049621
type of event,C1561488
laboratory parameters median iqr,C0022877;C0449381;C3244292;C4283904
ml with st segment elevation,C0439526;C1705224;C3887665
alanine aminotransferase u l,C0001899;C0439339;C0057041;C1415274;C3887708
ml without st segment elevation,C0439526;C1705224;C3887665
aspartate aminotransferase u l,C0004002;C0439339
diagnostic catheterization,C0596429
gamma glutamyltransferase u l,C0017040;C0439339
prerandomization pci,C4049621
c reactive protein u l,C0006560;C0439339;C1413716;C4048285
laboratory parameters median iqr,C0022877;C0449381;C3244292;C4283904
platelets xlooo mm^,C4330985;C4554674
alanine aminotransferase u l,C0001899;C0439339;C0057041;C1415274;C3887708
total cholesterol mg dl ^,C0201950;C0439269;C0543421
aspartate aminotransferase u l,C0004002;C0439339
apolipoprotein b mg dl,C0003593;C0439269
gamma glutamyltransferase u l,C0017040;C0439339
hemoglobin ale,C0678386;C2632076
c reactive protein u l,C0006560;C0439339;C1413716;C4048285
outcome n,C1274040
platelets xlooo mm^,C4330985;C4554674
high nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
total cholesterol mg dl ^,C0201950;C0439269;C0543421
low nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
apolipoprotein b mg dl,C0003593;C0439269
placebo simva,C0032042;C1696465;C1706408
hemoglobin ale,C0678386;C2632076
eze simva,
outcome n,C1274040
death from cv causes major coronary event or nonfatal stroke,C0376297;C0038454;C4554100
high nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
secondary endpoints,C4528314
low nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
$nmbr$ death from any cause major coronary event or nonfatal stroke,C0007465;C0376297;C0038454;C4554100
placebo simva,C0032042;C1696465;C1706408
ii death from coronary heart disease nonfatal mi coronary revascularization $nmbr$ days,C0376297
eze simva,
iii death from cv causes nonfatal mi hospitalization for ua all revascularization $nmbr$ days nonfatal stroke,C0007465;C0019993;C0041580;C0042014;C0038454;C4554100
death from cv causes major coronary event or nonfatal stroke,C0376297;C0038454;C4554100
tertiary endpoints,C0205372;C2349179
secondary endpoints,C4528314
death from coronary heart disease,C0376297
$nmbr$ death from any cause major coronary event or nonfatal stroke,C0007465;C0376297;C0038454;C4554100
nonfatal ml,C0439526;C1705224;C3887665
ii death from coronary heart disease nonfatal mi coronary revascularization $nmbr$ days,C0376297
urgent coronaiy revascularization $nmbr$ days,C0439609;C0439228;C3272275
iii death from cv causes nonfatal mi hospitalization for ua all revascularization $nmbr$ days nonfatal stroke,C0007465;C0019993;C0041580;C0042014;C0038454;C4554100
hospitalization for unstable angina,C0019993;C0002965
tertiary endpoints,C0205372;C2349179
clinical endpoint,C2347784
death from coronary heart disease,C0376297
km rates p s,C0234833;C0722388
nonfatal ml,C0439526;C1705224;C3887665
km rates e s,C3887676;C0871208;C1521828
urgent coronaiy revascularization $nmbr$ days,C0439609;C0439228;C3272275
hr $nmbr$ c,
hospitalization for unstable angina,C0019993;C0002965
primary endpoint^,C2986535
clinical endpoint,C2347784
nfs,C1555018
km rates p s,C0234833;C0722388
nfs $nmbr$ $nmbr$ high,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
km rates e s,C3887676;C0871208;C1521828
secondary p,C0027627;C0175668;C0205436
hr $nmbr$ c,
secondary ip,C1308226;C4049997
primary endpoint^,C2986535
secondary iii,C0439070;C1705160
nfs,C1555018
p inte faction,C0369773;C2603361
nfs $nmbr$ $nmbr$ high,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
arr,C2170357;C4084934
secondary p,C0027627;C0175668;C0205436
nnt,C1417750
secondary ip,C1308226;C4049997
upa $nmbr$ mg qd,C0024671;C0332173;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
secondary iii,C0439070;C1705160
characteristic_name,C0027365;C1547383;C4522128
p inte faction,C0369773;C2603361
characteristic_level,C0441889;C0456079;C1547707;C2946261
arr,C2170357;C4084934
n america,C0369718;C0002454;C0441922
nnt,C1417750
w europe,C0015176
upa $nmbr$ mg qd,C0024671;C0332173;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
e europe,C0015176
characteristic_name,C0027365;C1547383;C4522128
placebo n l $nmbr$,C0032042;C1696465;C1706408
characteristic_level,C0441889;C0456079;C1547707;C2946261
upadacitinib $nmbr$ mg n l $nmbr$,C0439268
n america,C0369718;C0002454;C0441922
time since rheumatoid arthritis diagnosis years,C0556970;C0003873
w europe,C0015176
u $nmbr$ $nmbr$ $nmbr$,C0439148
e europe,C0015176
tj $nmbr$,C0039247
placebo n l $nmbr$,C0032042;C1696465;C1706408
age years geographical distribution of patients,C0001782
upadacitinib $nmbr$ mg n l $nmbr$,C0439268
previous bdmard received,C0205156;C1552607;C1514756
time since rheumatoid arthritis diagnosis years,C0556970;C0003873
stratum $nmbr$ inadequate response or intolerance to $nmbr$ $nmbr$ bdmards of same moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
u $nmbr$ $nmbr$ $nmbr$,C0439148
stratum $nmbr$ inadequate response or intolerance to $nmbr$ bdmards of same moa or $nmbr$ of multiple moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652;C0439064;C4551881
tj $nmbr$,C0039247
inadequate response or intolerance to $nmbr$ anti tnfdrug,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
age years geographical distribution of patients,C0001782
lack of efficacy with $nmbr$ bdmard,C0235828
previous bdmard received,C0205156;C1552607;C1514756
lack of efficacy with $nmbr$ anti interleukin $nmbr$,C0235828;C0021764;C1527200
stratum $nmbr$ inadequate response or intolerance to $nmbr$ $nmbr$ bdmards of same moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
t] $nmbr$,C2603360
stratum $nmbr$ inadequate response or intolerance to $nmbr$ bdmards of same moa or $nmbr$ of multiple moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652;C0439064;C4551881
csdmard use at baseline^,C0042153;C0457083;C1947944
inadequate response or intolerance to $nmbr$ anti tnfdrug,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
methotrexate alone^,C0025677;C0205171;C0439044;C0679994
lack of efficacy with $nmbr$ bdmard,C0235828
methotrexate plus other csdmardfl,C0025677
lack of efficacy with $nmbr$ anti interleukin $nmbr$,C0235828;C0021764;C1527200
methotrexate dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
t] $nmbr$,C2603360
csdmard otherthan methotrexate,C0025677
csdmard use at baseline^,C0042153;C0457083;C1947944
chloroquine,C0008269
methotrexate alone^,C0025677;C0205171;C0439044;C0679994
oral glucocorticoid use,C1527415;C0017710
methotrexate plus other csdmardfl,C0025677
oral glucocorticoid dose mg prednisone equivalent,C0205163;C0439185
methotrexate dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
rheumatoid factor and acpa positive,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
csdmard otherthan methotrexate,C0025677
rheumatoid factor or acpa positive or both,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
chloroquine,C0008269
tender joint count of $nmbr$ joints,C0451530
oral glucocorticoid use,C1527415;C0017710
swollen joint count of $nmbr$ joints,C0451521
oral glucocorticoid dose mg prednisone equivalent,C0205163;C0439185
patient s ga $nmbr$ $nmbr$ mm vas,C0030705;C0042815;C3536884;C3827561
rheumatoid factor and acpa positive,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
pain $nmbr$ $nmbr$ mm vas,C0042815;C4330985;C4554674
rheumatoid factor or acpa positive or both,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
physician s ga $nmbr$ $nmbr$ mmvas,C0031831;C0804815;C0016993
tender joint count of $nmbr$ joints,C0451530
clinical disease activity index,C3869583
swollen joint count of $nmbr$ joints,C0451521
morning stiffness severity $nmbr$ $nmbr$ scale,C0175659;C0349674;C1947916
patient s ga $nmbr$ $nmbr$ mm vas,C0030705;C0042815;C3536884;C3827561
morning stiffness duration min,C0702093;C1524029;C3813700
pain $nmbr$ $nmbr$ mm vas,C0042815;C4330985;C4554674
uniti $nmbr$ and uniti $nmbr$ im uniti,
physician s ga $nmbr$ $nmbr$ mmvas,C0031831;C0804815;C0016993
ustekinumab n $nmbr$,C1608841
clinical disease activity index,C3869583
cd duration y,C0007928;C0034283;C4552032
morning stiffness severity $nmbr$ $nmbr$ scale,C0175659;C0349674;C1947916
involved gl areas,C1879646;C0018229;C1423073;C1427674
morning stiffness duration min,C0702093;C1524029;C3813700
ileum only n,C0020885;C0369718;C0441922
uniti $nmbr$ and uniti $nmbr$ im uniti,
colon only n,C0009368;C3888384;C0369718;C0441922
ustekinumab n $nmbr$,C1608841
ileum and colon n,C0020885;C0009368;C3888384
cd duration y,C0007928;C0034283;C4552032
proximal gl tract n,C0205107;C0018229;C1423073;C1427674;C4489236
involved gl areas,C1879646;C0018229;C1423073;C1427674
perianal n,C0442158
ileum only n,C0020885;C0369718;C0441922
cd complications,C0009566;C1171258
colon only n,C0009368;C3888384;C0369718;C0441922
intra abdominal abscess past,C0243001
ileum and colon n,C0020885;C0009368;C3888384
$nmbr$ [ $nmbr$,
proximal gl tract n,C0205107;C0018229;C1423073;C1427674;C4489236
sinus tracts perforation ^ n,C0854572
perianal n,C0442158
fistula n,C0016169
cd complications,C0009566;C1171258
current n,C0521116;C1705970
intra abdominal abscess past,C0243001
bowel stricturing n,C0021853;C4083257;C1261287;C0369718;C0441922
$nmbr$ [ $nmbr$,
patients with evaluable endoscopy,C2986511;C0014245
sinus tracts perforation ^ n,C0854572
data n,C1511726;C3245479;C3714741
fistula n,C0016169
patients with eligible ses cd score,C0030705;C0007928;C0034283;C4552032
current n,C0521116;C1705970
or ulcerations n,C0041582
bowel stricturing n,C0021853;C4083257;C1261287;C0369718;C0441922
ses cd mean sd,C0007928;C2699239;C0034283;C4552032
patients with evaluable endoscopy,C2986511;C0014245
endoscopic disease severity,C0014245;C0521117;C0442418
data n,C1511726;C3245479;C3714741
total ses cd score at,C2964552;C0007928;C0034283;C4552032
patients with eligible ses cd score,C0030705;C0007928;C0034283;C4552032
baseline of induction n,C0168634;C1442488
or ulcerations n,C0041582
mild $nmbr$ $nmbr$,C2945599
ses cd mean sd,C0007928;C2699239;C0034283;C4552032
patients who had ulcerations at,C0030705;C3272598;C0041582
endoscopic disease severity,C0014245;C0521117;C0442418
baseline of induction,C0168634;C1442488
total ses cd score at,C2964552;C0007928;C0034283;C4552032
lieum only n,C0369718;C0441922
baseline of induction n,C0168634;C1442488
ileum ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
mild $nmbr$ $nmbr$,C2945599
nd,
patients who had ulcerations at,C0030705;C3272598;C0041582
colon ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
baseline of induction,C0168634;C1442488
lieum only n,C0369718;C0441922
figure $nmbr$ endoscopy as sessments at week $nmbr$ pooled ustekinumab vs placebo a by induction study b randomized pa tients with eligible ses cd score or ulcerations at in duction baseline note $nmbr$ pooled ustekinumab group comprises patients receiving ustekinumab $nmbr$ mg and tiered ustekinu mab doses approximating $nmbr$ mg kg combined for analyses patients who prior to the designated analysis timepoint had a cd related surgery due to lack of ef cacy or had an initiation of speci ed prohibited medication had their baseline value carried forward or were considered to not have mucosal healing patients with missing segments at the designated analysis timepoint had their base line score or ulceration status at baseline for the missing segment s carried forward $nmbr$ clinically meaningful endoscopic improvement ses cd reduction $nmbr$ from induction baseline endoscopic response ses cd reduc tion $nmbr$ from induction baseline endoscopic remission ses cd total score $nmbr$ mucosal healing complete absence of ul cers in patients with ulcers at baseline cd crohn s disease ses simpli ed endoscopic disease severity score,C0014245;C0332174;C1608841;C0439230;C0032042;C1696465;C1706408;C0034656;C0030428;C3541314;C3815594;C0449820;C4050231;C0041582;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C2700400;C0030705;C1514756;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0003250;C0178602;C0369637;C0332232;C0439272;C0205195;C0002778;C2348792;C0936012;C1524024;C0038894;C0038895;C0543467;C1274039;C0138547;C4288398;C0168634;C0439780;C1442488;C0750591;C1518422;C0026724;C0449438;C1963256;C3887532;C1551393;C0441635;C1705492;C3272743;C0301630;C0392756;C1293152;C4551656;C0007928;C0034283;C4552032;C0442418;C0332197;C1689985;C0010346;C0521117
ileum ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
insulin glargine n $nmbr$,C0907402
nd,
sex women men,C0009253;C0025266;C0036864;C0079399;C0804628;C1314687;C1522384
colon ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
race or ethnic origin,C0034510;C1706779;C3853635;C0015031
native american or alaskan native,C0282204;C1515945;C0238611;C0302891
figure $nmbr$ endoscopy as sessments at week $nmbr$ pooled ustekinumab vs placebo a by induction study b randomized pa tients with eligible ses cd score or ulcerations at in duction baseline note $nmbr$ pooled ustekinumab group comprises patients receiving ustekinumab $nmbr$ mg and tiered ustekinu mab doses approximating $nmbr$ mg kg combined for analyses patients who prior to the designated analysis timepoint had a cd related surgery due to lack of ef cacy or had an initiation of speci ed prohibited medication had their baseline value carried forward or were considered to not have mucosal healing patients with missing segments at the designated analysis timepoint had their base line score or ulceration status at baseline for the missing segment s carried forward $nmbr$ clinically meaningful endoscopic improvement ses cd reduction $nmbr$ from induction baseline endoscopic response ses cd reduc tion $nmbr$ from induction baseline endoscopic remission ses cd total score $nmbr$ mucosal healing complete absence of ul cers in patients with ulcers at baseline cd crohn s disease ses simpli ed endoscopic disease severity score,C0014245;C0332174;C1608841;C0439230;C0032042;C1696465;C1706408;C0034656;C0030428;C3541314;C3815594;C0449820;C4050231;C0041582;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C2700400;C0030705;C1514756;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0003250;C0178602;C0369637;C0332232;C0439272;C0205195;C0002778;C2348792;C0936012;C1524024;C0038894;C0038895;C0543467;C1274039;C0138547;C4288398;C0168634;C0439780;C1442488;C0750591;C1518422;C0026724;C0449438;C1963256;C3887532;C1551393;C0441635;C1705492;C3272743;C0301630;C0392756;C1293152;C4551656;C0007928;C0034283;C4552032;C0442418;C0332197;C1689985;C0010346;C0521117
