CUI,matchedText,preferred,hasMSH
C0441922,N+,N+ (tumor staging),false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C0332307,TYPE,Type - attribute,false
C1547052,*Type,*Type - Kind of quantity,false
C0549183,Median,Midline (qualifier value),false
C0449820,SCORE,Score,false
C0876920,Median,Median Statistical Measurement,false
C2348144,Median,Sample Median,false
C2347635,Median,Population Median,false
C2939193,Median,Median (qualifier value),false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0871261,Response,Response process,false
C1704632,Response,Disease Response,false
C1706817,Response,Response (statement),false
C2911692,Response,Response (communication),false
C0455610,Prior Surgery,H/O: surgery,false
C0007928,CD,Chad,true
C4552032,CD,With lunch,false
C0034283,CD,Pyrimethamine,true
C1517945,Loss,Loss,false
C0871261,Response,Response process,false
C1704632,Response,Disease Response,false
C1706817,Response,Response (statement),false
C2911692,Response,Response (communication),false
C0683519,History of disease,disease history,false
C0730226,History of Disease,H/O: Disorder,false
C0850708,History of disease,History of disease,false
C0944983,History of Disease,History of symptoms & diseases:Finding:Point in time:^Patient:Nominal:Observed,false
C0392475,RBS,Roberts-SC phocomelia syndrome,true
C0030705,Patients,Patients,true
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0282416,Overall,Overall Publication Type,true
C1561607,Overall,Overall,false
C3887647,TNF-b,"Lymphotoxin-Alpha, human",false
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C1448177,TNF,"TNF protein, human",true
C0016327,F-,Fluorides,true
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0033727,H+,Protons,true
C0369286,H NOS,H NOS Antibodies,false
C0441932,H+,Hepatic Involvement,false
C0564385,/h,/hour,false
C4528284,h*%,Hour Times Percent,false
C0013103,drain,Drainage procedure,true
C0180499,DRAIN,Drain device,false
C4265177,Drain #,Drain number:ID:Pt:^Patient:Nom,false
C0016169,FISTULA,pathologic fistula,true
C0332307,TYPE,Type - attribute,false
C1547052,*Type,*Type - Kind of quantity,false
C1709707,Proportion,Proportion,false
C0030705,Patients,Patients,true
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false
C4055211,Composite Score,Composite Score,false
C0392475,RBS,Roberts-SC phocomelia syndrome,true
C0814896,Statistical Significance level,significance level,false
C0237881,Statistical Significance,Statistical Significance,false
C1709380,Statistical Significance,P-Value,false
C0009667,Confidence Interval,Confidence Intervals,true
C2742797,VEDOLIZUMAB,vedolizumab,true
C0871261,Response,Response process,false
C1704632,Response,Disease Response,false
C1706817,Response,Response (statement),false
C2911692,Response,Response (communication),false
C0000737,ABDOMINAL PAIN,Abdominal Pain,true
C4554323,Abdominal pain,"Abdominal Pain, CTCAE 5",false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C0243902,LSF,lisofylline,true
C1456377,LSF,TFCP2 gene,false
C3538776,LSF,TFCP2 wt Allele,false
C0016327,F-,Fluorides,true
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0031962,PBO,Piperonyl Butoxide,true
C1282910,UPPER,Upper,false
C0439801,Limit,Limited (extensiveness),false
C1549649,Limit,Limit - Amount class,false
C2349209,Limit,Bound (value),false
C1517945,Loss,Loss,false
C0871261,Response,Response process,false
C1704632,Response,Disease Response,false
C1706817,Response,Response (statement),false
C2911692,Response,Response (communication),false
C0376249,Frequency,With frequency,true
C0871396,Frequency,Spatial Frequency,false
C0439603,Frequency,Frequencies (time pattern),false
C0582148,Pain score,Pain score,false
C1561548,Frequency,Kind of quantity - Frequency,false
C1705502,Frequency,Statistical Frequency,false
C3898838,Frequency,How Often,false
C4321352,Frequency,Frequency,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C0243902,LSF,lisofylline,true
C1456377,LSF,TFCP2 gene,false
C3538776,LSF,TFCP2 wt Allele,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0031962,PBO,Piperonyl Butoxide,true
C1282910,UPPER,Upper,false
C0439801,Limit,Limited (extensiveness),false
C1549649,Limit,Limit - Amount class,false
C2349209,Limit,Bound (value),false
C0392475,RBS,Roberts-SC phocomelia syndrome,true
C0030705,Patients,Patients,true
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0282416,Overall,Overall Publication Type,true
C1561607,Overall,Overall,false
C3887647,TNF-b,"Lymphotoxin-Alpha, human",false
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C1448177,TNF,"TNF protein, human",true
C0016327,F-,Fluorides,true
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0033727,H+,Protons,true
C0369286,H NOS,H NOS Antibodies,false
C0441932,H+,Hepatic Involvement,false
C0564385,/h,/hour,false
C4528284,h*%,Hour Times Percent,false
C1709707,Proportion,Proportion,false
C0030705,Patients,Patients,true
C0007928,CD,Chad,true
C0034283,CD,Pyrimethamine,true
C4552032,CD,With lunch,false
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false
C4055211,Composite Score,Composite Score,false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C0814896,Statistical Significance level,significance level,false
C0237881,Statistical Significance,Statistical Significance,false
C1709380,Statistical Significance,P-Value,false
C0518090,Pain Frequency,Frequency of Pain Question,false
C2742797,VEDOLIZUMAB,vedolizumab,true
C4082250,Pain frequency,Pain frequency,false
C1709707,Proportion,Proportion,false
C0030705,Patients,Patients,true
C4055211,Composite Score,Composite Score,false
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false
C0392475,RBS,Roberts-SC phocomelia syndrome,true
C0814896,Statistical Significance level,significance level,false
C0237881,Statistical Significance,Statistical Significance,false
C1709380,Statistical Significance,P-Value,false
C0009667,Confidence Interval,Confidence Intervals,true
C2742797,VEDOLIZUMAB,vedolizumab,true
C0597484,Na+,Sodium Cation,false
C1272460,{NA},Not Applicable,false
C1546968,NA,No Application Type,false
C1879645,NA,Adverse Event by CTCAE Category,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0000737,ABDOMINAL PAIN,Abdominal Pain,true
C4554323,Abdominal pain,"Abdominal Pain, CTCAE 5",false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C4319952,Change,Change -- procedure,false
C1705241,Change,Delta (difference),false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C0243902,LSF,lisofylline,true
C1456377,LSF,TFCP2 gene,false
C3538776,LSF,TFCP2 wt Allele,false
C0016327,F-,Fluorides,true
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0031962,PBO,Piperonyl Butoxide,true
C1282910,UPPER,Upper,false
C0439801,Limit,Limited (extensiveness),false
C1549649,Limit,Limit - Amount class,false
C2349209,Limit,Bound (value),false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C4319952,Change,Change -- procedure,false
C1705241,Change,Delta (difference),false
C0582148,Pain score,Pain score,false
C0376249,Frequency,With frequency,true
C0439603,Frequency,Frequencies (time pattern),false
C0871396,Frequency,Spatial Frequency,false
C1561548,Frequency,Kind of quantity - Frequency,false
C1705502,Frequency,Statistical Frequency,false
C3898838,Frequency,How Often,false
C4321352,Frequency,Frequency,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C0243902,LSF,lisofylline,true
C1456377,LSF,TFCP2 gene,false
C3538776,LSF,TFCP2 wt Allele,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C2348484,Exposed Population,Exposed Population,false
C1552961,POINT,point - UnitsOfMeasure,false
C2347617,point,Point Name,false
C3714763,Point,Point,false
C1882932,Represent,Representation (action),false
C0376209,Adjustment,Individual Adjustment,true
C0456081,Adjustment,Adjustment Action,false
C0683269,adjustment,Psychological adjustment,true
C0005918,BL,Bolivia,true
C0006413,BL,Burkitt Lymphoma,true
C1552663,BL,Boolean,false
C2827109,BL,Saint Barthelemy,false
C0679862,treatment error,treatment error,false
C1707156,BARS,CTBP1 wt Allele,false
C3274014,BARS,Brief Ataxia Rating Scale,false
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false
C0031962,PBO,Piperonyl Butoxide,true
C1282910,UPPER,Upper,false
C0439801,Limit,Limited (extensiveness),false
C1549649,Limit,Limit - Amount class,false
C2349209,Limit,Bound (value),false
C0205163,EQ,Equal,false
C0439185,eq,Equivalent Weight,false
C0439394,l's,liter/second,false
C1706495,L-,upper case letter ell,false
C3642217,/L,Per Liter,false
C0030193,PAIN,Pain,true
C0518090,Pain,Frequency of Pain Question,false
C1962977,Pain NOS,"Pain NOS, CTCAE",false
C2984058,Pain,Have Pain,false
C4085210,Pain,Usual Severity Pain,false
C4085211,Pain,Pain Distress Question,false
C4085212,Pain,How Much Distress Pain,false
C4553004,Pain,"Pain, CTCAE",false
C4554132,Pain,Feel Pain,false
C1709707,Proportion,Proportion,false
C0030705,Patients,Patients,true
C0007928,CD,Chad,true
C0034283,CD,Pyrimethamine,true
C4552032,CD,With lunch,false
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false
C4055211,Composite Score,Composite Score,false
C0001468,APS,Adenosine Phosphosulfate,true
C1706670,APS,SH2B2 wt Allele,false
C0814896,Statistical Significance level,significance level,false
C0237881,Statistical Significance,Statistical Significance,false
C1709380,Statistical Significance,P-Value,false
C0518090,Pain Frequency,Frequency of Pain Question,false
C2742797,VEDOLIZUMAB,vedolizumab,true
C4082250,Pain frequency,Pain frequency,false
C0022065,IR,Iran,true
C0022071,Ir,Iridium,true
C1448132,IR,"INSR protein, human",true
C0597484,Na+,Sodium Cation,false
C1272460,{NA},Not Applicable,false
C1546968,NA,No Application Type,false
C1879645,NA,Adverse Event by CTCAE Category,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C4319952,Change,Change -- procedure,false
C1705241,Change,Delta (difference),false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0205163,EQ,Equal,false
C0439394,l's,liter/second,false
C0439185,eq,Equivalent Weight,false
C1706495,L-,upper case letter ell,false
C3642217,/L,Per Liter,false
C0518090,Pain,Frequency of Pain Question,false
C0030193,PAIN,Pain,true
C2984058,Pain,Have Pain,false
C1962977,Pain NOS,"Pain NOS, CTCAE",false
C4085211,Pain,Pain Distress Question,false
C4085210,Pain,Usual Severity Pain,false
C4085212,Pain,How Much Distress Pain,false
C4553004,Pain,"Pain, CTCAE",false
C4554132,Pain,Feel Pain,false
C0205163,EQ,Equal,false
C0439185,eq,Equivalent Weight,false
C0439394,l's,liter/second,false
C1706495,L-,upper case letter ell,false
C3642217,/L,Per Liter,false
C0030193,PAIN,Pain,true
C0518090,Pain,Frequency of Pain Question,false
C1962977,Pain NOS,"Pain NOS, CTCAE",false
C2984058,Pain,Have Pain,false
C4085210,Pain,Usual Severity Pain,false
C4085211,Pain,Pain Distress Question,false
C4085212,Pain,How Much Distress Pain,false
C4553004,Pain,"Pain, CTCAE",false
C4554132,Pain,Feel Pain,false
C0205251,Low,low,false
C1550472,low,low confidentiality,false
C4048187,low,low exposure,false
C3890211,Low,Low Mitosis-Karyorrhexis Index,false
C4321351,Low,Low Level,false
C4522223,Low,IPSS Risk Category Low,false
C0022065,IR,Iran,true
C1448132,IR,"INSR protein, human",true
C0022071,Ir,Iridium,true
C0205258,INDETERMINATE,Indeterminate,false
C1555018,NFS,Network File System,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0205250,High,High,false
C1513839,NFS/N,NFS/N Mouse,false
C1299351,High,Abnormally high,false
C2700149,HIGH,Value Above Reference Range,false
C3887512,high,high - ActExposureLevelCode,false
C3889660,High,High Mitosis-Karyorrhexis Index,false
C4321237,High,High Level,false
C4522209,High,IPSS Risk Category High,false
C0392747,Change,Changing,false
C1705241,Change,Delta (difference),false
