cluster,term
422,no current tobacco use
423,bare metal
423,bare - metal
424,corticosteroid or azathioprine / nmbr - mercaptopurine
424,corticosteroid - azathioprine / nmbr - mercaptopurine
425,dapagliflozin nmbr mg
425,dapagliflozin nmbrmg
425,empagliflozin nmbr mg
425,ertugliflozin nmbr mg
426,ics / lama
426,ics / laba
426,ics + laba
427,duration of disease — yr
427,duration of disease — mo
428,eze + statin
428,pbo + statin
428,ze + statin
429,coronary endpoint
429,coronary end point
430,patients with baseline crp concentration £ nmbr mg / l
430,patients with baseline crp concentration < nmbr mg / l
431,none 一 no . ( % )
431,"score , no . ( % )"
431,score 一 no . ( % )
432,female simva ( „ = nmbr }
432,male simva ( „ = nmbr }
433,aspirin — no . ( % )
433,aspirin 一 no . ( % )
434,adas — cog score
434,adas - cog score *
435,troponin nmbr at baseline *
435,troponin nmbr at baseline
436,lower limb fracture
436,upper limb fractures
436,upper limb fracture
436,lower limb fractures
437,"inflix , yes"
437,"inflix , no"
438,east europe
438,e . europe
438,western europe
438,w . europe
438,eastern europe
438,w est europe
438,eastern european
439,general health
439,mental health
440,canakinumab dose ( per mo )
440,canakinumab dose ( per month )
441,age ( years ) : < nmbr
441,age ( years ) : > nmbr
442,chd status §
442,chd status
443,rheumatoid factor positive
443,rheumatoid factor - positive
444,"priorheartfailure , %"
444,prior heart failure yes
444,"prior heart failure , %"
445,"gender , male"
445,gender male
446,metabolic syndrome * n = nmbr
446,metabolic syndrome ( n = nmbr )
446,nonmetabolic syndrome ( n = nmbr )
447,bmi ( kg / mnmbr )
447,"bmi , kg / mnmbr"
447,"bmi , kg / mnmbr , n"
447,bmi ( kg / mnmbr ) *
448,baseline bmi < nmbr kg / mnmbr
448,baseline bmi > nmbr kg / mnmbr
449,duration of assigned regimen before surgery post - randomisation characteristic *
449,duration of assigned regimen before surgery post - randomisation characteristic * *
450,asa use at baseline
450,no asa use at baseline
450,ics use at baseline
451,female eze / simva ( „ = nmbr }
451,male eze / simva ( „ = nmbr }
452,"body mass index , kg / mnmbr , mean + sd"
452,"body mass index , kg / mnmbr , mean ( sd )"
452,"body mass index , kg / mnmbr , mean ± sd"
453,abdominal obesity *
453,abdominal obesity
454,cohort nmbr ( n = nmbr )
454,cohort nmbr ( n = nmbr ) f
455,"age , median ( nmbrth - nmbrth percentiles ) , y"
455,"age , median ( nmbrth — nmbrth percentiles ) , y"
456,"baseline hbanmbrc , %"
456,baseline hbanmbrc ( % )
457,"no aminosalicylates , n"
457,aminosalicylates * *
457,"aminosalicylates , n"
458,vildagliptin nmbr mg qd
458,vildagliptin nmbr mg bid
459,< nmbr kg / mnmbr ( n — nmbr )
459,> nmbr kg / mnmbr ( n — nmbr )
460,baseline ldl - c > nmbr . nmbr to < nmbr . nmbr mmol / lc
460,baseline ldl - c nmbr . nmbr to < nmbr . nmbr mmol / lc
461,methotrexate use
461,methotrexate user
462,bare metal stent
462,bare - metal stent
463,other ( n = nmbr )
463,other ( n — nmbr )
464,amputationsa
464,amputation
465,p — value for interaction
465,p - value for interaction *
465,p value for interactiont
465,p value for interaction
465,p - value for interaction
465,p value for interaction^
465,p value fo interactio
466,waisthip ratio
466,waist - hip ratio
467,tnglycendes < median
467,tngtycerides a median
467,tngtycendes a median
467,tngtycerides < median
468,furosemide
468,torsemide
469,drinker ( % ) a
469,drinker ( % )
470,uncertain
470,uncerlain
471,"mean diastolic blood pressure , mm hg"
471,"mean systolic blood pressure , mm hg"
472,maximum cimt < median
472,maximum cimt a med an
473,at clinic diastolic pressure > nmbr mm hg
473,at clinic systolic pressure > nmbr mm hg
473,at clinic systolic pressure < nmbr mm hg
473,at clinic diastolic pressure < nmbr mm hg
474,thiazolidinediones
474,thiazolidinedioneb
474,thiazolidinedione no
474,thiazolidinedione
474,thiazolidinedione yes
475,crcl < nmbr ml / min
475,crcl > nmbr ml / min
475,ecrcl < nmbr ml / min
476,stroke or transient ischemic attack
476,stroke / transient ischemic attack
477,"hdl cholesterol , mmol / l , women , mean ± sd"
477,"hdl cholesterol , mmol / l , men , mean ± sd"
478,disease duration > nmbr years ( n = nmbr )
478,disease duration b nmbr years ( n = nmbr )
479,bmi ( kg / rrr )
479,bmi ( kg / m )
480,"anterior ( n , % )"
480,"inferior ( n , % )"
481,blood pressure — mm hg
481,"blood pressure , mm hg"
481,blood pressure — mmhg
481,"blood pressure , mm"
481,blood pressure ( mm hg )
481,blood pressure ( mmhg )
481,"blood pressure , mmhg"
482,non - st - elevation mi
482,non - st — elevation mi
482,non - st - elevation ml
483,nmbr - nmbr . nmbr : overweight
483,"nmbr - nmbr - nmbr , overweight"
484,intention - to - treat with st - segment - elevation myocardial infarction
484,intention - to - treat without st - segment - elevation myocardial infarction
485,no history of cancer
485,history of cancer
486,antidiabetic agent
486,antidiabetic agents
487,age > = nmbr years old
487,age < nmbr years old
488,ics use at baseline : no
488,ics use at baseline : yes
489,"crp $ nmbr mg / l , n"
489,"crp < nmbr mg / l , n"
490,stent thrombosis *
490,stent thrombosis
491,high - dosage ics plus laba with baseline blood eosinophils > nmbr cells per pl ( n = nmbr )
491,high - dosage ics plus laba with baseline blood eosinophils anmbr cells per pl ( n = nmbr )
491,high - dosage ics plus laba with baseline blood eosinophils < nmbr cells per pl ( n = nmbr )
492,not hispanic or latino ( n = nmbr )
492,not hispanic or latino ( n — nmbr )
493,< nmbr mg / dl simva
493,> nmbr mg / dl simva
494,cardiovasculardeath
494,cardiovascular death !
494,cardiovascular death
495,"mean body - mass index , kg / mnmbr"
495,"mean body mass index , kg / mnmbr"
495,mean body mass index ( kg / mnmbr ) *
495,mean body mass index ( kg / mnmbr )
496,anmbr + enmbr ( n = nmbr )
496,anmbr / nmbr ( n = nmbr )
496,nmbr - nmbr ( n = nmbr )
497,"mean sd nmbr - h asbp , mm hg"
497,"mean ± sd nmbr - h adbp , mm hg"
498,egfr nmbr - nmbr ml / min / nmbr . nmbr mnmbr
498,egfr nmbr – nmbr ml / min / nmbr . nmbr mnmbr
498,egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr
499,nmbr - nmbr / month
499,nmbr - nmbr months
500,with corticosteroid treatment < nmbr
500,with corticosteroid treatment > nmbr
501,"postmenopausal , no hrt"
501,postmenopausal and no ht
501,"poslmenopausal , no ht"
501,postmenopausal and no hrt
501,"poslmenopausal , ht"
502,depression
502,depression^
502,no depression
503,concomitant medications
503,concomitant medication
504,nmbr blocker
504,( nmbr - blockers
504,nmbr blockers
504,( nmbr blocker
504,/ nmbr - blockers
504,", nmbr - blockers"
505,no prior stroke / tia
505,prior stroke / tia
505,prior stroke or tia
506,cv entry criteria
506,entry criteria
507,"fevnmbr / fvc , % a"
507,"fevnmbr / fvc , % *"
508,"placebo , % > ( n / n )"
508,"placebo , % ( n / n )"
509,"mayo < nmbr , n"
509,"mayo $ nmbr , n"
510,"weight in kg , median ( iqr )"
510,"weight - kg , median ( iqr )"
510,"weight ( kg ) , median ( iqr )"
511,prior myocardial infarction — no . ( % )
511,prior myocardial infarction 一 no . ( % )
512,baseline ics use : no
512,baseline ics use : yes
513,"tg , median ( min , max )"
513,"mtss , median ( min , max )"
513,"jsn , median ( min , max )"
514,all - cause mortality or hf hospitalization
514,all - cause mortality or hf hospitalization^
515,fbs < nmbr mg / dl
515,fbs > = nmbr mg / dl
516,amlodipine / valsartan nmbr / nmbr mg
516,amlodipine / wlsartan inmbr / nmbr mg
517,all - cause mortality
517,all cause mortality
518,renal insufficiency / failure
518,renal insufficiency or failure
519,anticoagulants
519,anti - coagulants
519,anticoagulant
520,oral corticosteroids
520,oral corticosteroid
521,prior lower gi clinical event
521,prior upper gi clinical event
522,"complex anatomy ( n - nmbr , nmbr )"
522,"noncomplex anatomy ( n - nmbr , nmbr )"
523,all cana
523,all cancer
524,ace inhibitors / arb
524,ace inhibitor or arb
524,ace inhibitors and arb
524,ace inhibitors or arb
524,ace inhibitors or arbs
524,ace inhibitors / arbs
525,physician ' s global assessment
525,physician ' s global assessment !
526,previous or current im use : no
526,previous or current cs use : no
527,"nyha class , n ( % ) i"
527,"nyha class , n ( % )"
527,"nyha class , n ( % ) ii"
527,"nyha class , ( % )"
528,baseline heart rate ( beat / min )
528,baseline heart rate ( beats / min )
529,"concomitant medications , %"
529,concomitant medication | |
530,"metabolic syndrome , ! n ( % )"
530,"metabolic syndrome , n ( % )"
531,body weight ( kg )
531,"body weight , %"
531,"body weight , kg"
531,body weight — kg
531,bodyweight ( kg )
531,"body weighta , kg"
532,fev_ ( l ) :
532,"fvc , l"
532,fvc ( l ) ;
532,fvc ( l ) *
532,fvc ( l )
533,no fracture history
533,fracture history
534,nmbr to < nmbr ml / min
534,> nmbr to < nmbr ml / min
534,nmbr - < nmbr ml / min
534,nmbr - nmbr ml / min
535,met criterion at blt ( n [ % ] )
535,met criterion at bl ( n [ % ] )
536,( % ) ( nmbr . nmbr )
536,( % ) ( nmbr - nmbr )
537,"post - bronchodilator fevnmbr reversibility , % a"
537,"postbronchodilator fevnmbr reversibility , %"
537,"post - bronchodilator fevnmbr reversibility , %"
538,cigarette smoking
538,cigarette smoker
539,daily dose nmbr mg n = nmbr
539,daily dose > nmbr mg n = nmbr
540,"female ( n = nmbr , nmbr )"
540,"male ( n = nmbr , nmbr )"
541,hemoglobin ( g rnmbr )
541,hemoglobin ( g nmbr ! )
542,with lipid - lowering agents
542,without lipid - lowering agents
543,macroalbuminuria
543,macroalbuminuriaf
543,microalbuminuria
543,macro - albuminuria
543,micro - albuminuria
544,egfr ( ml / min per nmbr - nmbr mnmbr )
544,egfr ( ml / min per nmbr - nmbr mnmbr ) t
545,macroalbuminuria — no . / total no . ( % )
545,microalbuminuria — no . / total no . ( % )
546,chd simva
546,no chd simva
547,> nmbr . nmbr mu / l $ mmol / l
547,< nmbr . nmbr mu / l $ mmol / l
548,stage nmbra : > = nmbr and < nmbr
548,stage nmbrb : > = nmbr and < nmbr
549,"canakinumab , hscrp > nmbr - nmbr mg / l at nmbr months ( n = nmbr )"
549,"canakinumab , hscrp < nmbr - nmbr mg / l at nmbr months ( n = nmbr )"
550,post - bronchodilator screening fevnmbr ml
550,pre - bronchodilator screening fevnmbr ml
551,duration of hypercholesterolaemia ; mean ± sd ( year )
551,duration of hypercholesterolemia ; mean ± sd ( years )
552,< nmbr with no historical count > nmbr
552,< nmbr with historical count > nmbr
553,baseline hbalc > nmbr . nmbr % ( nmbr mmol / mol ) nmbr
553,baseline hbalc < nmbr . nmbr % ( nmbr mmol / mol ) nmbr
554,difference from placebo ( nmbr % ci )
554,difference from placebo * ( nmbr % ci )
555,central eosinophil count ( cells per pl )
555,central eosinophil count ( cells per pl ) t
556,other anti - platelet agents
556,other antiplatelet agents
557,other forms of atherosclerosis^
557,other forms of atherosclerosis ’
558,"race or ethnic group , no . ( % )"
558,race or ethnic group — no . ( % ) f
559,prior smoker
559,prior stroke
559,no prior stroke
560,"gender , n ( % )"
560,"gender , no . ( % )"
561,"coronary heart disease , n ( % ) b"
561,"coronary heart disease , n ( % ) t"
562,mean ± s . d . fpg
562,mean ( s . d . ) fpg
563,troponin i ( pg / ml )
563,troponin t ( pg / ml )
564,> nmbr ml / min / nmbr . nmbrmnmbr
564,≥ nmbr ml / min / nmbr . nmbr mnmbr
564,< nmbr ml / min / nmbr . nmbrmnmbr
564,< nmbr ml / min / nmbr . nmbr mnmbr
564,> nmbr ml / min / nmbr . nmbr mnmbr
565,ischemia - driven revascularization
565,ischemia driven revascularization
566,timi minor
566,timi major
567,"history of major microvascular disease , n ( % )"
567,"history of major macrovascular disease , n ( % )"
568,pre - bronchodilation fvc
568,post - bronchodilation fvc
569,nmbr . nmbr ( nmbr . nmbr – nmbr . nmbr )
569,nmbr . nmbr ( nmbr . nmbr - nmbr . nmbr )
569,nmbr . nmbr ( nmbr . nmbr . nmbr . nmbr )
570,history of macrovascular disease ( % )
570,history of microvascular disease ( % )
571,patient characteristics
571,patients ' characteristics
572,treatment with anti - platelet drugs
572,treatment with antiplatelet drugs
573,"concomitant medications , * n ( % )"
573,"concomitant medication , n ( % )"
573,"concomitant medications , n ( % )"
574,"fpg , mean ( sd ) , mg / dl"
574,"fpg , mean ( sd ) , mg / dlt"
575,one - vessel disease
575,two - vessel disease
576,ethnicity
576,"ethnicity ,"
577,ind / glyb n = nmbr
577,ind / gly n = nmbr
578,non - hispanic / latino
578,not hispanic or latino
578,not hispanic / latino
579,north american
579,north america
579,south africa
579,south american
579,sou ti africa
579,south america
579,northamerica
580,"bloodpressure , mean ( sd ) , m m hg"
580,"blood pressure , mean ( sd ) , mm hg"
581,tiotropium / olodaterol nmbr . nmbr / nmbr mg
581,tiotropium + olodaterol nmbr . nmbr / nmbr mg
581,tiotropium + olodaterol nmbr . nmbr / nmbr pg
582,"diastolic bp , mmhg ( sd )"
582,"systolic bp , mmhg ( sd )"
583,postamendment
583,preamendment
584,fasting glucose — mg / dl
584,fasting glucose ( mg / dl )
584,"fasting glucose ( mg / dl ) ,"
585,"mean systolic bp , mmhg , mean = sd"
585,"mean diastolic bp , mmhg , mean = sd"
586,"number of prior aeds , n ( % ) b"
586,"number of prior aeds , n ( % )"
587,mean ( sd ) sdai *
587,mean ( sd ) cdai *
588,age > nmbr yearsnmbr
588,age < nmbr yearsnmbr
589,baseline systolic blood pressure ( mm hg )
589,baseline diastolic blood pressure ( mm hg )
590,adp antagonist
590,tnf antagonist
591,comorbidities
591,co - morbidities
592,vildagliptin nmbr mg bid n = nmbr
592,vildagliptin nmbr mg qd n = nmbr
593,migraine with aura
593,migraine without aura
594,previous cancer
594,previous cancerc
595,lipid - lowering drugs
595,lipid - lowerinq druq
595,lipid - lowering drug
596,des type
596,acs type
597,"fevnmbr ( post - albuterol ) , l"
597,"fevnmbr , pre - albuterol , l"
597,"fevnmbr ( pre - albuterol ) , l"
597,"fevnmbr , post - albuterol , l"
598,p blockers ( % )
598,p - blocker ( % )
599,severe or very severe
599,severe / very severea
600,difference ( nmbr % cl )
600,difference ( nmbr % ci ) *
601,nmbr months
601,nmbr mentis
601,nmbr mortis
601,> nmbr months
601,< nmbr months
601,nmbr montlts
602,"seated sbp , mean ( sd ) , mmhg"
602,"seated dbp , mean ( sd ) , mmhg"
603,alcohol abuse
603,alcohol use
604,> nmbr microg / l
604,< nmbr microg / l
605,tobacco abuse
605,tobacco use
606,hospital stay ( days )
606,"hospital stay , days"
607,fevnmbr — % of predicted value
607,fevnmbr ( % of predicted value )
608,"maternal history , n ( % )"
608,"paternal history , n ( % )"
609,"plp - c , mean ( sd ) , mg / dl"
609,"ldl - c , mean ( sd ) , mg / dl"
609,"hdl - c , mean ( sd ) , mg / dl"
610,nmbr drinks / wk
610,> nmbr drinks / week
610,nmbr + drinks / wk
610,> nmbr drinks / wk
611,prior hypertension yes
611,prior hypertensiona yes
612,drug - related ae *
612,drug - related teaes *
613,subgroup p valuef
613,subgroup p value 本
614,white ethnic origin
614,while ethnic origin
615,> nmbr yr since menopause
615,< nmbr yr since menopause
616,ls mean difference ( nmbr % ci )
616,"( mean difference , nmbr % ci )"
616,"( mean % difference , nmbr % ci )"
617,reversibility : < nmbr %
617,reversibility : > nmbr %
618,male eze / simva
618,all ez / simva
618,female eze / simva
619,glycated hemoglobin - % ’
619,"glycated hemoglobin , %"
619,glycated hemoglobin ( % )
619,glycated hemoglobin — %
619,glycated haemoglobin ( % )
620,anmbrc ( mmol / mol )
620,"hbanmbrc , mmol / mol"
620,hbanmbrc ( mmol / mol )
621,arterial hypertension *
621,arterial hypertension
622,intervention
622,interruption
623,waist circumference ( cm )
623,waist circumference — cm
623,"waist circumference , ( cm )"
623,"waist circumference , cm"
624,"dbp ( mm hg ) , median ( iqr )"
624,"sbp ( mm hg ) , median ( iqr )"
625,"total cholesterol , mg / dl"
625,total cholesterol — mg / dl
625,total cholesterol ( mg / dl )
625,toial cholcsierol ( mg / dl )
625,"total cholesterol , mg / dl^"
626,no change
626,% change
627,> nmbr ml / min
627,£ nmbr ml / min
627,< nmbr ml / min
628,smoking history ( pack - years )
628,"smoking history , pack - years"
628,smoking history ( pack - yr )
629,dm + ( aliskiren vs . placebo )
629,dm - ( aliskiren vs . placebo )
630,without beta blocker
630,with beta blocker
631,timi risk score !
631,timi risk score
631,"timi risk score , %"
632,angiotensin - converting enzyme inhibitor
632,angiotensin - converting - enzyme inhibitor
633,total asthma symptom score
633,total asthma symptom score :
634,"diastolic bp , mmhg , mean ± sd"
634,"systolic bp , mmhg , mean ± sd"
635,uric acid fertile nmbr ( > nmbr . nmbr mg / dl )
635,uric acid tertile nmbr ( < nmbr . nmbr mg / dl )
635,uric acid tertile nmbr ( > nmbr . nmbr mg / dl )
636,> nmbr . nmbr mmol / liter
636,> nmbr . nmbr mg / liter
636,< nmbr . nmbr mg / liter
636,< nmbr . nmbr mmol / liter
636,< nmbr . nmbr pmol / liter
637,"age ( years ) - < median ( n = nmbr , nmbr )"
637,"age ( years ) - > = median ( n = nmbr , nmbr )"
638,"macrovascular disease , n ( % )"
638,"microvascular disease , n ( % )"
639,vorapaxar ( n = nmbr . nmbr )
639,vorapaxar ( n = nmbr nmbr )
639,"vorapaxar ( n = nmbr , nmbr )"
640,risk difference
640,lsm difference
641,"aspirin ( n = nmbr , nmbr )"
641,aspirin ( n = nmbr nmbr )
642,rosuvastatin
642,rosuvastatin +
643,metformin use
643,no metformin use
644,"copd severity , n ( % ) a"
644,"copd severity , n ( % )"
644,"copd severity , n ( % ) *"
645,prior revascularization
645,pci revascularization
646,ldl - c : hdl - c
646,ldl - c / hdl - c
646,ldl - c / hdl - cx
647,oral agents
647,two agents
647,ras agents
648,mean ( sd ) fevnmbr ( l ) pre - bronchodilator
648,mean ( sd ) fevnmbr ( l ) post - bronchodilator
649,< nmbr years simva ( n = nmbr }
649,> nmbr years simva ( „ = nmbr }
650,bmi > nmbr kg / mnmbr
650,bmi < nmbr kg / mnmbr
650,"bmi , xnmbr kg / mnmbr"
650,bmi < nmbrkg / mnmbr
650,bmi > = nmbrkg / mnmbr
651,"bmi , median ( sd ) , kg / mnmbr"
651,"bmi , mean ( sd ) , kg / mnmbr"
652,physical function
652,physical functioning
653,ldl - c ( mg / dl )
653,hdl - c ( mg / dl )
653,"hdl - c , mg / dl"
653,"ldl - c , mg / dl"
654,regular aspirin use
654,no regular aspirin use
