,descriptor,terms
1420,arms,"placebo ""-pioglitazone-placebo"
1421,measures,"( n = nmbr )-( n = nmbr ) """
1422,characteristic_name,"body mass index ""-statin-age-ada impaired fasting glucose-coronary artery disease history-gender-glycated hemoglobin-body mass index-triglycerides-atrial fibrillation-hypertension history-race-arb / ace-aspirin-homa > median"
1423,characteristic_level,"> nmbr years-absent ( < nmbr mg / dl )-< nmbr-present ( > nmbr mg / dl )-no-> nmbr mg / dl-nmbr . nmbr % - nmbr . nmbr %-all participants-> nmbr-< nmbr years-nmbr . nmbr - nmbr . nmbr % t-fema le-white / other-< nmbr mg / dl-< nmbr ""-yes-black african american-male-< nmbr . nmbr %"
1425,characteristic_name,"clinical characteristics-ecg-physical examination-medical history-medications ""-medications"
1426,characteristic_level,"dilatative , n ( % )-beta - blockers ( ) , n ( % )-previous cabg , n ( % )-bmi ( kg / mnmbr )-mitral regurgitation , n ( % )-peripheral vascular disease , n ( % )-age ( yrs )-pathologic q waves , n ( % )-previous pci , n ( % )-former / current smoker , n ( % )-rales , n ( % )-nyha iv , n ( % )-ischaemic , n ( % )-symptoms-oral anticoagulant , n ( % )-diuretics , n ( % )-heart failure cause-amiodarone , n ( % )-previous myocardial infarction , n ( % )-digoxin , n ( % )-pm , n ( % )-nyha iii , n ( % )-non - detectable / unknown , n ( % )-calcium channel blockers , n ( % )-other cause , n ( % )-snmbr gallop , n ( % )-systolic blood pressure ( mmhg )-total cholesterol ( mg / dl )-hypertension , n ( % )-previous cancer , n ( % )-ace inhibitors / arbs , n ( % )-diastolic blood pressure ( mmhg )-heart rate ( beats / min )-icd , n ( % )-spironolactone , n ( % )-other antiplatelet agents , n ( % )-previous stroke , n ( % )-diabetes , n ( % )-nyha ii , n ( % )-aortic stenosis , n ( % )-previous hf hospitalization , n ( % )-aspirin , n ( % )-history atrial arrhythmia , n ( % )-qrs duration > nmbr ms , n ( % )-other antiplatelet agents , n ( % ) ""-lv hypertrophy , n ( % )-atrial fibrillation / flutter , n ( % )-hypertensive , n ( % )-nitrates , n ( % )-women , n ( % )"
1428,outcomes,"- cause hospitalization-cv mortality-non cv mortality "" ; na-all - cause mortality-non cv mortality"
1430,measures,"p-hr ( nmbr % cl )-p """
1431,characteristic_name,"blood eosinophils count-blood eosinophils count """
1432,characteristic_level,"> nmbr cells / pl-> nmbr %-< nmbr cells / pl-nmbr < nmbr cells-< nmbr %-> nmbr cells / pl """
1433,measures,". patients ind / gly sfc ""-rate ratio ( nmbr % ci )-no . patients ind / gly sfc-annualized rate ind / gly sfc"
1434,measures,"age , mean ( sd ) , years-age , mean ( sd ) , years ""-baseline focal seizure frequency / nmbr days , median ( qnmbr , qnmbr )-nmbr - nmbr-> nmbr-female , n ( % )"
1435,arms,"levetiracetam-topiramate-lamotrigine ""-carbamazepine-lamotrigine"
1436,characteristic_name,"naive ( n = nmbr )-naive ( n = nmbr ) ""-exposed ( n = nmbr )"
1437,arms,"rivaroxaban-rivaroxaban ""-aspirin nmbr mg ( n = nmbr )"
1438,characteristic_name,"known thrombophilia-history recurrent venous thromboembolism-presentation index event-extent index event-active cancer-age-risk factor profile index event-duration pre - randomization anticoagulant therapy-body mass index-fragile-body weight-sex-creatinine clearance-active cancer """
1439,arms,"aspirin nmbr mg-rivaroxaban nmbr mg-aspirin nmbr mg """
1440,characteristic_name,"race-race ""-copd medication study entry-sex-smoking status"
1441,characteristic_level,"coronary artery osteochondrosis-> nmbr % < nmbr %-coronary artery disease-cholecystitis chronic-myocardial ischaemia-hypertension-chronic bronchitis !-myocardial infarction-fvc ( l ) *-current smoker-age ( years )-< nmbr %-diabetes mellitus-white-body - mass index ( kg / - )-arteriosclerosis-cardiac failure-blood leucocyte concentration ( nmbr cells per l )-laba / lama-lama-ischaemic heart disease-black / african american-spacer use study-patients least one concomitant disease *-inspiratory capacity ( l )-reversibility ( % )-ex - smoker-female-% predicted normal value *-blood eosinophil concentration , nmbr cells per l-ics / laba-exacerbation rate previous year ( range )-time since first copd diagnosis ( years )-ischaemic cardiomyopathy-body - mass index ( kg / - ) ""-ics / lama-other-obesity-fevnmbr , l *-blood eosinophil proportion ( % )-male-cat total score-angina pectoris-fevnmbr / fvc ratio *"
1442,arms,"tiotropium ( n = nmbr )-tiotropium ( n = nmbr ) ""-open triple ( n = nmbr )-fixed triple ( n = nmbr )"
1443,outcomes,"fpg ( mmol / l )-nmbr - h ppg ( mmol / l )-daily iglar dose week nmbr ( u )-hbanmbrc ( % ) "" ; na-hbanmbrc ( % )-tnmbrdm duration ( years )"
1444,arms,"iglarlixi ( fixed - ratio combination )-iglar ( insulin glargine lnmbr u )-iglar ( insulin glargine lnmbr u ) """
1445,characteristic_level,"> lnmbr years ""-< lnmbr years-< nmbr years-> lnmbr years"
1446,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-ularitide ( n = nmbr )"
1447,characteristic_name,"coronary artery disease-age screening-ejection fraction-region-gender-diabetes-baseline systolic bp-time first eval-gfr assessed mdrd-nt - pro bnp-race-troponin t-history chronic hf-gender """
1448,characteristic_name,"european quality life - nmbr dimensions - nmbr level ( eq - nmbrd )-number concomitant csdmards , n ( % )-disease activity ""-patient characteristics-( haq - di , nmbr - nmbr )-disease activity-activity ( nmbr - nmbr vas )-number prior csdmards , n ( % )-short form nmbr ( sf - nmbr )-patient - reported outcome measures"
1449,characteristic_level,"female patients , n ( % )-mtx + non - mtx-duration ra ( time symptom onset ) , years-nmbr-esr , mm / hour-mtx-dasnmbr - hscrp-health state index score , uk algorithm-health assessment questionnaire - disability index-tender joint count , nmbr ""-age , years-mental component score ( mcs )-cdai-> nmbr-sdai-swollen joint count , nmbr-vas ( nmbr - nmbr )-physical component score ( pcs )-concomitant mtx use , n ( % )-patient ' assessment pain ( nmbr - nmbr vas )-functional assessment chronic illness-nmbr non - mtx-hscrp , mg / l-non - mtx-tender joint count , nmbr-concomitant corticosteroid use , n ( % )-mean ( sd ) mtx dose , mg / week-patient ' global assessment disease"
1450,arms,"baricitinib nmbr mg ( n = nmbr ) ""-baricitinib nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
1451,characteristic_name,"cardiovascular inclusion criteriat-high risk ( receiving treatment ) :-high risk ( receiving treatment ) : ""-race-concomitant cardiovascular therapy ( taken > nmbr days )"
1452,arms,"placebo , n = nmbr-combination therapy , n = nmbr-fluticasone furoate , n = nmbr-placebo , n = nmbr ""-vilanterol , n = nmbr-total , n = nmbr nmbr"
1453,characteristic_name,"ethnicity-african - american / african heritage ( n = nmbr )-race-ischemic heart disease indicator ( n = nmbrl )-region-gender-vascular disease indicator ( n = nmbr )-african - american / african heritage ( n = nmbr ) ""-cv entry criteria-nmbr - nmbr cv risk disease ( n = nmbr )-smoking status-age group"
1454,characteristic_level,"asian ( n = nmbr ) "" ; na-> nmbr years < nmbr years ( n = nmbr )-former smoker ( n = nmbr )-nmbr - nmbr cv disease ( n = nmbr )-current smoker ( n = nmbr )-white ( n = nmbr )-< nmbr years ( n = nmbr )-usa ( n = nmbr )-female ( n = nmbr )-hispanic latino ( n = nmbr )-rest - - world ( n = nmbr )-yes ( n = nmbr )-asian ( n = nmbr )-other ( n = nmbr )-europe nmbr ( n = nmbr )-male ( n = nmbr )-not hispanic latino ( n = nmbr )-asia ( n = nmbr )-> nmbr years ( n = nmbr )"
1455,measures,"hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr , nmbr . nmbr )-hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr , nmbr . nmbr ) """
1456,other,"octave induction nmbr-octave sustain-octave induction nmbr """
1457,arms,"tofacitinib , nmbr mg ( n = nmbr ) ""-tofacitinib , nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
1458,characteristic_name,"demographic characteristics-disease characteristics ""-medication use-disease characteristics"
1459,arms,"abatacept ( n = nmbr * )-placebo ( n = nmbr * ) ""-placebo ( n = nmbr * )"
1460,characteristic_level,"tnfi naive ""-tnfi naive-total population-tnfi exposed"
1461,measures,"acrnmbr-acrnmbr """
1462,other,"week nmbr ""-week nmbr"
1464,characteristic_name,"copd severity ""-copd severity"
1465,characteristic_level,"moderate , n ( % ) a-white , n ( % )-mean age , years-mean fevnmbr , l ( sd )-baseline ics use , n ( % ) ""-mean sgrq total score ( sd )-current smoker , n ( % )-post - bronchodilator percent predicted fevnmbr , % ( sd )-severe , n ( % ) b-previous treatment laba / lama , n ( % ) c-baseline ics use , n ( % )-mean bdi focal score ( sd )-cigarette smoking , mean pack - years ( sd )-male , n ( % )-mean number exacerbations previous nmbr months ( sd )"
1466,arms,"placebo ( n = nmbr ""-ab / ff nmbr / nmbr pg ( n = nmbr )-ab nmbr pg ( n = nmbr )-placebo ( n = nmbr-ff nmbr pg ( n = nmbr )"
1467,characteristic_name,"history amputation-history heart failure-region-glycated hemoglobin-bmi-blood pressure control ""-egfr-blood pressure control-history peripheral vascular disease-age-insulin use-beta - blocker use-race-statin use-sex-diuretic use-antithrombotic use-study-duration diabetes-raas inhibitor use-history cardiovascular disease"
1468,characteristic_level,"europe-central america south america-< nmbr-no-< nmbr %-systolic blood pressure < nmbr mm hg diastolic blood pressure < nmbr mm hg-white-nmbr < nmbr ml / min / nmbr . nmbr mnmbr-rest world-> nmbr-systolic blood pressure > nmbr mm hg diastolic blood pressure > nmbr mm hg-> nmbr ml / min / nmbr . nmbr mnmbr-female-asian-black-all patients-canvas - r-yes-< nmbr yr-> nmbr %-other-north america-canvas-systolic blood pressure < nmbr mm hg diastolic blood pressure < nmbr mm hg ""-male-> nmbr yr"
1470,measures,". participants per nmbr patient - yr ""-no . participants per nmbr patient - yr"
1471,characteristic_name,"time since diagnosis diabetesa , n ( % )-egfr ( ckd - epi , cystatinc ) , ml / min / nmbr . nmbr mnmbr , n ( % )-time since diagnosis diabetesa , n ( % ) ""-uacra , mg / g , n ( % )-race , n ( % )"
1472,characteristic_level,"> nmbr years-diastolic blood pressurea , mmhg-^ - blockers-uacra , mg / g , gmean = gcv-weight , kg-< nmbr-hbanmbrca , % ( mmol / mol )-< nmbr year ""-white-> nmbr nmbr years-metformin-age , years-oral antidiabetes combination therapy without insulina , n ( % )-insulina , n ( % )-calcium antagonists-> nmbr-egfr ( mdrd ) , ml / min / nmbr . nmbr mnmbr-oral antidiabetes monotherapya , n ( % )-hawaiian / pacific islander-antihypertensive therapy , n ( % )-statins-black / african - american-asian-arbs-ace inhibitors-< nmbr year-diuretics-egfr ( ckd - epi , cystatin c ) , ml / min / nmbr . nmbr mnmbr-other-bmi , kg / mnmbr-nmbr < nmbr-systolic blood pressurea , mm hg-male , n ( % )"
1473,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-linagliptin ( n = nmbr )"
1474,characteristic_level,"europe ""-asia-north america-europe-baseline uacr > nmbr mg / g-all participants-baseline hbalc < nmbr . nmbr % ( nmbr mmol / mol ) nmbr-baseline hbalc > nmbr . nmbr % ( nmbr mmol / mol ) nmbr-baseline uacr < nmbr mg / g"
1476,characteristic_name,"time since diagnosis type nmbr diabetes-triglycerides *-hdl cholesterol *-hbanmbrc-sex-race-egfr - ""-ldl cholesterolt-egfr --total cholesterol *"
1477,characteristic_level,"normoalbuminuria baseline ( nmbr % patients treated ) ""-microalbuminuria baseline ( nmbr % patients treated )-macroalbuminuria baseline ( nmbr % patients treated )-normoalbuminuria baseline ( nmbr % patients treated )"
1478,arms,"empagliflozin ( n = nmbr )-empagliflozin ( n = nmbr ) ""-placebo ( n = nmbr )"
1479,characteristic_level,"uric acid tertile nmbr ( < nmbr . nmbr mg / dl )-uric acid tertile nmbr ( > nmbr . nmbr mg / dl )-uric acid tertile nmbr ( nmbr . nmbr < nmbr . nmbr mg / dl )-uric acid fertile nmbr ( > nmbr . nmbr mg / dl )-uric acid tertile nmbr ( > nmbr . nmbr mg / dl ) """
1480,measures,"n analysed-change baseline *-difference vs placebo '-difference vs placebo * *-change baseline * """
1481,characteristic_level,"patients normoalbuminuria baseline-patients macroalbuminuria baseline ""-patients microalbuminuria baseline-patients macroalbuminuria baseline"
1482,arms,"placebo ""-empagliflozin-placebo"
1483,characteristic_name,"dyspnoea - mmrc grade , n ( % )-number exacerbation previous nmbr months , n ( % )-baseline treatments , n ( % ) a-baseline treatments , n ( % ) "" ; na"
1484,characteristic_level,"laba + ics ( free fixed - dose combination )-lama ( monotherapy )-othersc "" ; na-nmbr-laba ( monotherapy )-othersc-> nmbr"
1485,arms,"ind / gly n = nmbr-ind / glyb n = nmbr-ind / glyb n = nmbr ""-laba + ics n = nmbr-laba lamab n = nmbr"
1486,characteristic_name,"reversibility-smoking status "" ; na-age , years-baseline therapy-mmrc baseline-exacerbations previous year-sex-smoking status-fevnmbr baseline"
1487,characteristic_level,"= nmbr-> nmbr %-ex - smokers-other-ex - smokers ""-= nmbr %-form / bud-< nmbr-male-female-nmbr-< nmbr %-sfc-current"
1488,measures,"number patients ""-laba + ics versus indzgly lsm difference ( nmbr % cl )-number patients"
1489,arms,"indzgly-laba + ics-indzgly """
1490,characteristic_name,"reversibility-age , years-fev , baseline-mmrc baseline-baseline therapy-age , years "" ; na-exacerbations previous year-sex-smoking status"
1491,characteristic_level,"snmbr %-nmbr ""-nmbr % nmbr-snmbr-others-< nmbr-male-female-laba-nmbr-lama-nmbr nmbr-ex - smokers nmbr-> nmbr % nmbr-< nmbr %-current"
1492,outcomes,"st ( arc definite )-death-mi-gusto severe-acuity major-ipst-death , mi , idr , st , gusto moderate / severe bleeding-gusto moderate / severe-timi major-idr-gusto severe ""-gusto moderate-death , mi , idr , st , timi bleeding-st-death , mi , idr , st gusto severe bleeding-timi minor-timi major / minor-death , mi , idr , st"
1493,characteristic_level,"age < nmbr ( n = nmbr )-age > nmbr ( n = nmbr )-age < nmbr ( n = nmbr ) """
1495,arms,"aspirin alone ( n = nmbr )-rivaroxaban alone ( n = nmbr )-rivaroxaban plus aspirin ( n = nmbr )-rivaroxaban alone ( n = nmbr ) """
1496,characteristic_name,"baseline dyslipidemia-geographic region-race-coronary artery disease-age-peripheral arterial disease-sex ""-history hypertension-estimated gfr-baseline tobacco use-body weight-sex-baseline diabetes"
1498,other,". events / total . ( % ) ""-no . events / total . ( % )"
1499,characteristic_name,"killip class-infarct location ""-timi risk score-infarct location"
1500,characteristic_level,"low risk ( nmbr - nmbr )-men-body mass index , kg / mnmbr-weight , kg-hypertension-high risk ( nmbr - nmbr )-glucose , mmol / l-scr , gmol / l-hemorrhagic stroke-diabetes mellitus-ischemic stroke-ldl - c , mmol / l-diastolic blood pressure-hypercholesterolemia-anterior ""-systolic blood pressure-crp , mg / l-hemoglobin , g / l-age , y-heart rate , beats / min-anterior-family history coronary disease-hdl - c , mmol / l-not anterior-ii - iv-peripheral artery disease-previous angina pectoris-red blood cell counting , nmbr / l-i-moderate risk ( nmbr - nmbr )-mean platelet volume , fl-previous coronary intervention-platelet , nmbr / l-total cholesterol , mmol / l-triglyceride , mmol / l"
1502,characteristic_level,"< nmbr hr-men-nmbr < nmbrmmhg-women-iiiv-nmbrlnmbrmmhg-no-< nmbrkg-nmbr < nmbrkg-nmbr < nmbrmmhg ""-nmbr - nmbr hr-nmbrto < nmbrmmhg-yes-i"
1503,characteristic_name,"killip class-time randomization-hypertension-diabetes-weight-systolic blood pressure ""-sex-systolic blood pressure"
1505,measures,". panents . total . nmbr % )-no . panents . total . nmbr % ) """
1506,arms,"placebo ( n = nmbr , nmbr )-placebo ( n = nmbr , nmbr ) ""-all patients ( n = nmbr , nmbr )-anacetrapib ( n = nmbr , nmbr )"
1507,characteristic_name,"region-prior disease-hdl cholesterol ( mg / dl )-alcohol intake-medication-gender-urinary albumimcreatinine ratio-body mass index ( kg / mnmbr )-lipoprotein ( ) ( nmol / l )-systolic blood pressure ( mmhg )-total cholesterol ( mg / dl )-apolipoprotein anmbr ( mg / dl )-diastolic blood pressure ( mmhg )-time since qualifying event-waisthip ratio ""-apolipoprotein b ( mg / dl )-triglycerides ( mg / dl )-atorvastatin dose-cigarette smoking-waisthip ratio-non - hdl cholesterol ( mg / dl )-glomerular filtration rate ( ml / min / nmbr . nmbrma ,-age randomization ( years )-ldl cholesterol ( mg / dl )"
1508,characteristic_level,"diuretic-medium-coronary heart disease-former / non - drinker-all-< nmbr-europe-> nmbr < nmbr-current smoker-peripheral - artery disease-non - smoker-china-< nmbr months-> nmbr-heart failure-micro - albuminuria-macro - albuminuria-ace inhibitor arb-> nmbr , < nmbr-cerebrovascular disease-beta - blocker-female-diabetes-former smoker-high ""-high-current drinker-north america-male-normal-> nmbr months-calcium channel blocker-low-anti platelet therapy"
