,descriptor,terms
1543,characteristic_level,"digoxin / digitalis glycoside-exenatide-north america-europe-> nmbr-hispanic-ace inhibitor-antithrombotic anticoagulant medications-< nmbr %-dpp - nmbr inhibitor therapy-hbanmbrc ( % )-insulin plus nmbr oral agent-insulin plus > nmbr oral agent-glp - nmbr receptor agonist ( study drug )-direct thrombin inhibitors-proton pump inhibitors-cerebrovascular disease-niacini-pramlintide-< nmbr years-diuretic-fish oil-none-black-prior cv event randomization !-egfr via mdrd ( ml / min / nmbr . nmbrmnmbr )-western europe-angiotensin receptor blockers-fibrate-diabetes duration ( years )-linagliptin-nitrates-aspirin-dapagliflozint-sitagliptin-nmbr - nmbr-> nmbr - < nmbr years-vildagliptin-white-insulin-min , max-thiazolidinedione-other antihyperglycemic agents , listed-liraglutide-monotherapy-antihypertensive , antianginal , cardiovascular medications-former-hispanic latino-sulfonylurea-asian-coronary artery disease-lipid - lowering medications^-other antihypertensive-ranolazine-never-latin america-native hawaiian pacific islander-non - sulfonylurea secretagogues-indian ( american ) alaska native-other sglt - nmbr inhibitor-> nmbr years-allogliptin-hormone replacement therapy-aldosterone antagonists ( e . g . spironolactone )-statini-history congestive heart failure-age randomization ( years )-vitamin k antagonist ( e . g . warfarin / coumarol )-ezetimibe-chronic non - steroidal antiinflammatory drugs-low molecular weight heparin-current-alpha - glucosidase inhibitors-> nmbr oral agents-saxagliptin-> nmbr %-biguanides-alpha - glucosidase inhibitors ""-beta blockers-body mass index ( kg / mnmbr )-< nmbr-alpha nmbr blockers-clopidogrel / ticlopidine-other anti - platelet agents-exenatide lar-asia pacific-sglt - nmbr inhibitors^-calcium channel blockers-thiazide-renin inhibitor ( e . g . aliskerin )-chronic coxnmbr inhibitors-hydralazine-not hispanic latino-factor xa inhibitor-eastern europe-peripheral arterial disease-female-insulin alone-dual therapy-other glp - nmbr receptor agonist-oral agents use"
1544,arms,"exenatide n = nmbr-placebo n = nmbr ""-placebo n = nmbr"
1545,characteristic_name,"background aha therapy screening , n ( % ) ""-background aha therapy screening , n ( % )-region , n ( % )-race / ethnicity , n ( % )"
1546,characteristic_level,"age , years-male , n ( % )-north america-europe-c - peptide-south america-fpg , mmol / l-ras agents-egfr , ml / min / nmbr . nmbr mnmbr ""-two agents-black african american-calcium channel blockers-american indian alaska native-hbanmbrc , mmol / mol-body weight , kg-white-dbp , mm hg-diuretics-one blood pressure medications , n ( % )-three agents-other anti - hypertensives-hispanic latino-fpg , mg / dl-sbp , mm hg-asian-biguanides-hbanmbrc , %-bmi , kg / mnmbr-duration tnmbrdm , years-beta blockers-dpp - nmbr inhibitors-egfr , ml / min / nmbr . nmbr mnmbr-sulphonylureas-asia-multiple"
1548,characteristic_name,"hbanmbrc distribution baseline , n ( % ) ""-hbanmbrc distribution baseline , n ( % )"
1549,characteristic_level,"< nmbr . nmbr % ( nmbr mmol / mol )-nmbr . nmbr < nmbr . nmbr % ( nmbr < nmbr mmol / mol )-nmbr . nmbr < nmbr . nmbr % ( nmbr < nmbr mmol / mol ) ""-= nmbr . nmbr % ( = nmbr mmol / mol )"
1550,arms,"placebo-ertugliflozin nmbr mg-ertugliflozin nmbr mg """
1551,characteristic_name,"medical history-nyha functional class screening-medications randomization-physiological measures-cause heart failure-region-racenmbr ""-devices heart failure screening visit-time since diagnosis heart failure-racenmbr-lv ejection fraction ( % )-laboratory measures"
1552,characteristic_level,"ischaemic cardiomyopathy-latin america-atrial fibrillation-heart rate ( b . p . . )-north america-> nmbr - nmbr years-< nmbr %-> nmbr years-< nmbr year-percutaneous coronary intervention-mineralocorticoid receptor antagonists-stroke-antiplatelet drug-egfr ( ml / min / nmbr . nmbr mnmbr )-crt - d-non - ischaemic cardiomyopathy-other / missing ""-icd-systolic blood pressure ( mmhg )-caucasian-nt - probnp ( pg / ml ) ( qnmbr - qnmbr )-> nmbr %-diuretic-lipid - lowering agent-crt - p-iii-other / missing-black-coronary artery bypass surgery-iv-asian-oral anticoagulant-western europe-myocardial infarction-central europe-hospitalization heart failure-ii-digitalis-asia-beta - adrenergic blocker-hypertension"
1553,outcomes,"diabetes-diabetes ""-diabetes"
1554,arms,"aliskiren ( n = nmbr )-enalapril + aliskiren ( n = nmbr )-aliskiren ( n = nmbr ) ""-enalapril ( n = nmbr )"
1556,characteristic_level,"diabetes ""-diabetes-non - diabetes"
1557,characteristic_level,"hdl - c ( median , iqr ) , mg / dl-prior cabg ( index acs )-atrial fibrillation-unstable angina-heart failure-statin-aspirin-egfr ( median , iqr ) , ml / min / nmbr , nmbrmnmbr-time acs randomization ( median , iqr )-peripheral artery disease-thienopyridine-bmi ( median , iqr ) , kg / mnmbr-stemi-triglycerides ( median , iqr ) , mg / dl-white-diabetes mellitus-prior stroke-chanmbrdsnmbr - vasc score ( median , iqr )-egfr < nmbr ml / min / nmbr . nmbrmnmbr-ldl - c ( median , iqr ) , mg / dl-ldl - c ( median , iqr ) , mg / dl ""-lipid - lowering agent-female-prior ml ( index acs )-hs - crp ( median , iqr ) , mg / l-age ( median , iqr ) , y-total cholesterol ( median , iqr ) , mg / dl-acei / arb-age > nmbr , y-nstemi-p blocker-current smoking-score nmbr - nmbr-hypertension"
1558,characteristic_name,"labs index acs event-demographics-coexisting conditions-at index acs event-labs index acs event ""-before index acs event"
1560,characteristic_level,"prior llt-crcl < nmbr-ldl - csmedian-no prior stroke-males-ldl - csmedian ""-stemi-overall-age < nmbr-non - caucasian-prior stroke-no smoking-age > nmbr-no diabetes-females-no prior llt-crci > nmbr-caucasian-ldl - c > median-no htn-htn-diabetes-current smoking-crci > nmbr - < nmbr-nste - acs"
1562,outcomes,"urgent coronary revascularization-unstable angina-coronary revascularization-stroke etiology-hemorrhagic stroke-cv death-primary trial end point-cv death , ml , stroke ""-cv death , ml , stroke-all - cause mortality-ischemic stroke-ml-coronary heart disease death"
1565,characteristic_name,"modified rankin scale score-index event subtype-modified rankin scale score """
1566,characteristic_level,"nmbr-atrial fibrillation-stroke ( vs tia )-hemoglobin anmbrc , mean ( sd ) , % b-peripheral artery disease-motor weakness-aphasia-prior stroke-hypertension history-other defined-atrial fibrillation ""-cardioembolic-systolic blood pressure , mean ( sd ) , mm hga-lacunar-large vessel atherosclerosis-age , mean ( sd ) , y-current smoker-male sex-coronary artery disease-uncertain"
1567,measures,"patients , . / total . ( % )-patients , . / total . ( % ) """
1568,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-pioglitazone ( n = nmbr )"
1569,characteristic_name,"current smoker ""-aphasia-cad-current smoker-prior stroke-age-htn hx"
1570,characteristic_level,"no-yes ""-yes-nmbr +-nmbr - nmbr-< nmbr"
1572,measures,"risk *-events / n-risk * """
1573,characteristic_name,"ibdq domain scores , mean [sd] ""-sf - nmbrvnmbr domain scores , mean [sd]-years [range]-ibdq domain scores , mean [sd]"
1574,characteristic_level,"bowel function-role physical-physical function-age , mean years , [sd]-bodily pain-social functioning-social function-duration disease , median-previous anti - tnf therapy , n [ % ]-vitality-concomitant aminosalicylates , n [ % ] concomitant corticosteroids , n [ % ] mayo score , mean [sd]-role emotional-sf - nmbrvnmbr mcs , mean [sd]-ibdq total score , mean [sd]-emotional status-systemic symptoms-general health-sf - nmbrvnmbr pcs , mean [sd] ""-gender , n [ % ] male-mental health-sf - nmbrvnmbr pcs , mean [sd]"
1575,other,"octave sustain-octave induction nmbr ""-octave induction nmbr"
1576,arms,"tofacitinib nmbr mg bid [n = nmbr |-placebo [n = nmbr |-placebo [n = nmbr]-tofacitinib nmbr mg bid [n = nmbr | """
1577,characteristic_level,"no-male-yes-male "" ; na-female"
1578,characteristic_name,"gender-corticosteroid use baseline-prior anti - tnf therapy-gender """
1579,other,"octave induction nmbr nmbr ""-octave induction nmbr nmbr"
1580,arms,"placebo-tofacitinib nmbr mg bid-placebo """
1581,characteristic_name,"gender-corticosteroid use baseline-prior anti - tnf therapy-prior anti - tnf therapy """
1582,characteristic_level,"no-male-yes-female-no """
1583,other,"octave sustain ""-octave sustain"
1584,arms,"placebo-tofacitinib nmbr mg bid ""-tofacitinib nmbr mg bid"
1585,outcomes,"ibdq total score week nmbr , mean [se] ""-in ibdq total score week nmbr , mean [se]"
1586,characteristic_level,"congestive heart failure-atrial fibrillation-nmbr-other-number treated vessels ( per patient )-zotarolimus - eluting-everolimus - eluting-paclitaxel - eluting-nonwhite race-vein bypass graft stented-number stents ( per patient )-> nmbr des type-> nmbr lesions per vessel-previous mi-male-non - stemi-stemi-stable angina-diabetes mellitus-age , yrs-current cigarette smoker within past year-stroke / transient ischemic attack-unprotected left main stented-unstable angina *-thrombus - containing lesion-stent diameter < nmbr mm-body mass index , kg / mnmbr-hispanic latino-sirolimus - eluting-peripheral arterial disease-hispanic latino ""-history cancer-lesion length $ nmbr mm-renal insufficiency / failure-prasugrel-coronary artery bypass graft-stent diameter $ nmbr mm-left ventricular ejection fraction < nmbr %-stent type-prior brachytherapy-previous percutaneous coronary intervention-clopidogrel-bifurcation lesion side branch $ nmbr . nmbr mm stented-hypertension"
1587,characteristic_name,"anatomic complexity characteristics-anatomic complexity characteristics "" ; na"
1589,characteristic_name,"demographic features-concomitant medications-concomitant medications ""-index event-index event subtype-laboratory data-clinical history-physical examination"
1590,characteristic_level,"atrial fibrillation-statin-current cigarette smoking-diastolic blood pressure , mm hg-triglycerides , mmol / l-antiplatelet-black race-modified rankin scale screening , nmbr - nmbr-carotid artery intervention *-other defined-c - reactive protein-cardioembolic-lacunar-body mass index , kg / mnmbr-systolic blood pressure , mm hg-male sex-ischemic stroke ( vs . tia )-hispanic ethnicity-anticoagulant-prior stroke ( index event )-coronary artery disease-nihss randomization , nmbr - nmbr-hbanmbrc , %-large vessel-uncertain-unknown-age , y-ldl cholesterol , mmol / l-statin ""-homa - ir-hypertension"
1591,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-pioglitazone ( n = nmbr )"
1592,characteristic_name,"atrial fibrillation-ldl - cholesterol-glycated hemoglobin-body mass index-prior stroke-age-homa > median-carotid stenosis-hypertension history-race ""-gender-race"
1593,characteristic_level,"black african american-male-no-> nmbr . nmbr mmol / l-yes-< nmbr kg / mnmbr-nmbr . nmbr % - nmbr . nmbr %-< nmbr years-< nmbr . nmbr %-nmbr . nmbr - nmbr . nmbr % f-white / ""-female-> nmbr years-< nmbr . nmbr mmol / l-> nmbr kg / mnmbr-white /"
1595,measures,"risk ""-events / n-risk"
1596,characteristic_name,"egfr category , n ( % )-race , n ( % ) ""-race , n ( % )-sex , n ( % )"
1597,characteristic_level,"black african american-male-asian-> nmbr ml / min / nmbr . nmbr mnmbr-other-nmbr onmbr ml / min / nmbr . nmbr mnmbr-white-bmi , mean ( sd ) ""-female-bmi , mean ( sd )-nmbr nmbr ml / min / nmbr . nmbr mnmbr"
1598,arms,"canagliflozin dose-canagliflozin dose """
1599,arms,"total ( n = nmbr )-nmbr mg ( n = nmbr ) ""-nmbr mg ( n = nmbr )"
1600,characteristic_name,"previous treatment-previous treatment ""-smokinq status-reqion-sex"
1601,characteristic_level,"north american-peripheral artery disease-> nmbr years-< nmbr year-male-calcium channel blocker-former smoker-asia , pacific other-( e - blocker-nmbr - nmbr years-current smoker-western european includinq australia , israel , south africa-previous myocardial infarction-female-lipid - lowerinq druq-south american-eastern european-ace inhibitor arb-diabetes-calcium channel blocker ""-hypertension"
1602,arms,"aspirin alone ( n = nmbr )-rivaroxaban alone ( n = nmbr )-rivaroxaban alone ( n = nmbr ) ""-low - dose rivaroxaban plus aspirin ( n = nmbr )"
1603,characteristic_name,"ethnic origin-timi risk score !-non - smokers receiving lipid - lowering drugs , p blockers ,-region-age ( years )-history pci / ptca-peripheral artery disease-history cabg-baseline diabetes-myocardial infarction / cabg / pci < nmbr years-baseline total cholesterol-baseline diabetes ""-history myocardial infarction-sex"
1604,characteristic_level,"nmbr-other-asia pacific other-north america-no previous myocardial infarction-south america-n o-> nmbr years-nmbr - nmbr-male-y es-yes-overall-white-f emale-nmbr - nmbr years-no-< nmbr years-< nmbr mmol / l-w est europe-black-asian-n ""-east europe-< nmbr-> nmbr mmol / l"
1606,characteristic_name,"medications-smoking status-history pad-risk factors pad-abi-medications ""-blood pressure-sex"
1607,arms,"aspirin alone ( n = nmbr )-rivaroxaban alone ( n = nmbr )-rivaroxaban alone ( n = nmbr ) ""-low - dose rivaroxaban plus aspirin ( n = nmbr )"
1608,characteristic_name,"smoking status-cad-diabetes ""-diabetes-symptomatic pad-abi-egfr-pad lower extremities"
1609,characteristic_level,"no-< nmbr - nmbr-yes-overall pad-current-> nmbr - nmbr-> nmbr-former never-no ""-< nmbr"
1611,characteristic_name,"screening bmi ( kg / mnmbr )-screening hbanmbrc ( % )-basal insulin dose run - ( u / day )-female ( % )-duration tnmbrd ( years )-age ( years )-baseline hbanmbrc ( % )-iglar dose randomization ( u / day )-duration tnmbrd ( years ) """
1612,arms,"iglar-iglar ""-iglarlixi"
1613,characteristic_name,"hbanmbrc > nmbr % ( n nmbr nmbr )-nmbr % < hbanmbrc < = nmbr % ( n nmbr nmbr )-hbanmbrc < = nmbr % ( n nmbr nmbr )-all completers ( n nmbr nmbr )-hbanmbrc > nmbr % ( n nmbr nmbr ) """
1614,arms,"iglar-iglar ""-iglarlixi"
1615,characteristic_name,"completers-hbanmbrc < = nmbr %-hbanmbrc > nmbr % ""-hbanmbrc > nmbr %-nmbr % < hbanmbrc < = nmbr %"
1616,outcomes,"hbanmbrc , %-body weight , %-waist circumference , cm-iwqol - lite physical score ( arbitrary units ) ""-iwqol - lite physical score ( arbitrary units )-body weight , kg-fpg , mmol / l-iwqol - lite total score ( arbitrary units ) #-dbp , mm hg-sbp , mm hg"
1617,characteristic_name,"individuals without diabetes , n = nmbr , nmbr ""-individuals without diabetes , n = nmbr , nmbr"
1619,outcomes,"hbanmbrc , %-body weight , %-waist circumference , cm-iwqol - lite physical score ( arbitrary units ) ""-iwqol - lite physical score ( arbitrary units )-body weight , kg-fpg , mmol / l-iwqol - lite total score ( arbitrary units ) #-dbp , mm hg-sbp , mm hg"
1620,characteristic_name,"individuals diabetes , n = nmbr-individuals diabetes , n = nmbr """
1622,characteristic_name,"qualifying myocardial infarction ""-qualifying myocardial infarction-sex"
1623,characteristic_level,"lipid - lowering therapy-body - mass index ( kg / ' )-male-non - stemi-stemi-unknown missing-history congestive heart failure-triglycerides ( mmol / l ) ""-egfr ( ml / min per nmbr - nmbr ' )-randomised canakinumab nmbr mg-history cabg-anti - ischaemia agents *-hypertension-hdl cholesterol ( mmol / l )-age ( years )-ldl cholesterol ( mmol / l )-female-waist circumference ( cm )-interleukin - nmbr ( ng / l )-history pci-renin - angiotensin inhibitors-diabetes-current smoking-triglycerides ( mmol / l )-hscrp ( mg / l )-total cholesterol ( mmol / l )"
1624,arms,"placebo ( n = nmbr )-canakinumab , hscrp > nmbr - nmbr mg / l nmbr months ( n = nmbr )-canakinumab , hscrp < nmbr - nmbr mg / l nmbr months ( n = nmbr )-canakinumab , hscrp > nmbr - nmbr mg / l nmbr months ( n = nmbr ) """
1625,characteristic_name,"age < nmbr years-triglycerides > nmbr - nmbr mmol / l-non - smoker-ldl cholesterol < nmbr - nmbr mmol / l-age > nmbr years-hscrp > nmbr < nmbr mg / l-bmi < nmbr kg / mnmbr-overall-women-smoker-bmi > nmbr kg / mnmbr-no diabetes-hdl cholesterol < nmbr - nmbr mmol / l-triglycerides < nmbr - nmbr mmol / l-hdl cholesterol > nmbr - nmbr mmol / l-ldl cholesterol > nmbr - nmbr mmol / l-hscrp > nmbr mg / l-diabetes-men-no diabetes """
1626,measures,"incidence rate per nmbr person - years-incidence rate per nmbr person - years ""-hr ( nmbr % ci )"
1627,arms,"placebo-canakinumab-placebo """
1628,characteristic_name,"qualifying event-at randomization "" ; na-at randomization"
1629,characteristic_level,"unstable angina-ldl - c < nmbr mg / dl-aspirin-statin-history coronary revascularization-prior statin use-thienopyridine-history chf-history chf ""-stemi-dual antiplatelet-diabetes mellitus-egfr < nmbr ml / min / nmbr . nmbr mnmbr-current smoker-history stroke tia-peripheral arterial disease-bmi , kg / mnmbr-age , y-prior lipid - lowering agent use-nstemi-age > nmbr y-cabg-hypertension"
1630,characteristic_name,"women ( n = nmbr )-men ( n = nmbr nmbr )-men ( n = nmbr nmbr ) """
1631,characteristic_level,"women ""-women-men"
1632,characteristic_name,"cardiovascular death-hospitalization unstable angina-any death-coronary revascularization nmbr days randomization-cardiovascular death / myocardial infarction / stroke-myocardial infarction-cardiovascular death / myocardial infarction / stroke ""-primary endpoint-stroke-chd death"
1634,outcomes,"rhabdomyolysis , myopathy , myalgia ck elevation > nmbrx uln-rhabdomyolysis myopathy-rhabdomyolysis-cancer ""-alt , ast , > nmbrx uln-permanently stopped study drug adverse events-gallbladder - related aes-cancer"
1635,characteristic_level,"women ""-women-men"
1637,outcomes,"rhabdomyolysis , myopathy , myalgia ck elevation > nmbrx uln-rhabdomyolysis-alt , ast , > nmbrx uln-myopathy-rhabdomyolysis , myopathy , myalgia ck elevation > nmbrx uln ""-gallbladder - related aes-cancer"
1638,characteristic_level,"women ""-women-men"
1640,characteristic_name,"medical history-medications admission-medications randomization-laboratory values admission ( median iqr )-medications randomization ""-laboratory values randomization ( median iqr )-at index event"
1641,characteristic_level,"congestive heart failure-high - density lipoprotein cholesterol , mg / l-creatine clearance , ml / min-aspirin-statin-statin admission-prior statin use-hyperlipidemia-p - blocker-percutaneous coronary intervention-coronary artery bypass grafting-no prior statin use-low - density lipoprotein cholesterol , mg / dl-c - reactive protein , * mg / l-white-triglycerides , mg / l-aspirin ""-hypertension-median weight , kg ( iqr )-peripheral arterial disease-female-no statin admission-diagnostic angiography-mean age ( sd ) , y-myocardial infarction-current smoking-median body mass index , kg / mnmbr ( iqr )-st - segment elevation myocardial infarction-angiotensin - converting enzyme inhibitor angiotensin receptor blocker"
1643,outcomes,"alanine aminotransferase aspartate aminotransferase > nmbrx upper limit normal ( n = nmbr )-cholecystectomy ( n = nmbr )-cancer ( n = nmbr )-cancer ( n = nmbr ) ""-rhabdomyolysis ( n = nmbr )-gall bladder adverse event ( n = nmbr )-hemorrhagic stroke ( n = nmbr )"
