descriptor,terms
arms;other, complex anatomy n 3 730 noncomplex anatomy n 7 824 p value
arms;other, mvd n 12 558 mvd n 8 600 p value
arms;other;measures, events treatment 45054 control 45002 rr cl heterogeneity trend test
measures;subgroup_level, asian black hispanic white
measures;subgroup_level, mayo 10 n remission n difference placebo 95 ci mayo 10 n difference placebo 95 ci extensive colitis n extensive colitis n corticosteroid without imm n immy without corticosteroid n imm + corticosteroid n corticosteroid + imm n aminosalicylates n aminosalicylates n crp 10 mg l n crp 10 mg l n weight 700 kg n weight 700 kg 820 kg n 820 kg n
measures;subgroup_level, 65 years p value 65 vs 65 years 75 years 75 years p value 75 vs 75 years
subgroup_level;arms, simva 1234 eze simva 1236 female simva 645 female eze simva 645 male simva 589 male eze simva 591 caucasian simva 1055 caucasian eze simva 1082 noncaucasian simva 179 noncaucasian eze simva 154 65 years simva n 948 65 years eze simva n 917 65 years simva 286 65 years eze simva 319 160 mg dl simva n 320 160 mg dl eze simva n 337 160 mg dl simva 0 914 160 mg dl eze simva 0 899 chd simva 0 210 chd eze simva n 240 chd simva n 1023 chd eze simva 0 995
subgroup_level;arms, diabetes mellitus metabolic syndrome neither pbo + statin eze + statin
measures;p-interaction, number patients 4year rates placebo groups interactior 1 p
measures;p-interaction, hr 95ci p value interaction
measures;p-interaction, aggressive n 252 standard n 247 pvalue
measures;p-interaction, epa group events epa group events hr 95 cl p value
measures;p-interaction, value nteraction
measures;p-interaction, number events patients hr 95 ci interaction p value
measures;p-interaction, n3 fatty acids placebo lsm 95 cl interactior pvalue
measures;p-interaction, 1200mg vs placebo 2400mg vs placebo pvalue lnteraction
measures;p-interaction, omega3 fatty acid vs placebo leastsquares mean 95 cl number omega3 number placeb fatty acid p interaction
measures;p-interaction, number unadjusted hr p interaction
measures;p-interaction, endpoint rate pvalue int
measures;p-interaction, 2 yr km n hr 95 cl pvalue interaction
measures;p-interaction, hr 95 cl pvalue interaction
measures;p-interaction, hr 95 ci pvalue interaction
measures;p-interaction, change baseline ls means se interaction pvalue
measures;p-interaction, pvalue interaction hazard ratio 95 ci
measures;p-interaction, pvalue interaction patients event patients analyzed hazard ratio 95 ci
measures;p-interaction, incidence interaction p value
measures;p-interaction, change baseline
measures;p-interaction, events women men ratio hrs 95 ci p sex interaction
measures;p-interaction, events womenmen ratio hrs 95 cl p sex interaction
measures;p-interaction, total events 12wk kaplanmeier rate hazard ratio 95 cl p value interaction
measures;p-interaction, pvalue interaction event rates relative risk 95 ci pvalue variance
measures;p-interaction, number participants p value interaction p value
measures;p-interaction, n ls mean se ls mean difference se vs placebo 95 ci interaction pvalue
measures;p-interaction, n n interaction pvalue
measures;p-interaction, n n interaction pvalue
baseline_level_1;baseline_level_2, age years 65 years 65 75 years 75 years sex female osteoarthritis rheumatoid arthritis cigarette smoker lowdose aspirin use ppi use traditional nsaid use cox2 selective inhibitor use systemic corticosteroid use methotrexate use dmard use history upper
baseline_level_1;baseline_level_2, age median iqr age 75 female sex white race weight median iqr kg body mass index median iqr diabetes mellitus hypertension hyperlipidemia current smoker prior ml prior coronary revascularization prior heart failure estimated creatinine clearance 60 ml mint unstable angina nonstelevation ml stsegment depression 01 mv 02 34 57 time onset pain randomization median iqr h coronary angiography index hospitalization aspirin heparin glycoprotein llb llla receptor inhibitor thienopyridine pblocker ace inhibitor angiotensin ii receptor blocker statin
baseline_level_1;baseline_level_2, age yr 5 yr since menopause 5 yr since menopause years since menopause bodymass index kg m2 lumbar spine bmd tscore serum ctx ng ml serum p1np g liter serum trap5b u liter
baseline_level_1;baseline_level_2, male n age years mean sd race n asian white bmi kg m2 mean + sd sbp mm hg mean + sdc dbp mm hg mean sdc tc mg dl mean + sd ldlc mg dl mean + sd hdlc mg dl mean + sd 10year framingham chd risk 28 mean sd
baseline_level_1;baseline_level_2, age years sex male female race caucasian black asian duration copd years severity copd n gold 2008 moderate severe severea ics use yes exsmoker smoker smoking history packyears fev1 pred postalbuterol fev1 fvc postalbuterol fev1 prealbuterol l fev1 postalbuterol l fev1 reversibility b baseline dyspnea index score baseline sgrq score
baseline_level_1;baseline_level_2, age years male female taiwan indian japanese korean duration copd exsmoker current smoking history ics use fev1 la fev1 predicteda fev1 fvc reversibility copd severity n
baseline_level_1;baseline_level_2, age mean sd male n race n white black african american ethnicity n hispanic latino bmi kg m2 mean sd cv history risk factors n chd history n chd risk equivalents n type 2 diabetes n statin highdose statin use screening llt use ezetimibe use ldlc calculated median q1 q3 minimummaximum ldlc measured nonhdlc apo b lp fasting tgs hdlc
baseline_level_2;measures, mean weight sd kg colon ileum rectum perianal anus gastroduodenal jejunum abdominal perianal fistula baseline n mean cdai score sd mean baseline ibdq score sd crp concentration mg l mean sd median range crp concentration 10 mg l n previous loss response infliximab n previous intolerance infliximab n acute reaction delayed reaction acute delayed reaction previous loss response intolerance infliximab n absent indeterminate present steroids immunosuppressive agent 5aminosalicylates current smoker n men n mean age sd
baseline_level_2;measures, mean sd range male diabetes mellitus hypertension hyperlipidemia history chd history pci history carotid artery disease history peripheral artery disease current smoker
baseline_level_2;measures, 65 normoglycemic3 prediabeticb diabetic0 egfr ml min 173 m2 mean sd hba1c mean sd mean sd median age mean sd
baseline_level_1;measures, age yr mean sd range male sex patients bodymass index duration disease yr mean median current smoker patients cdai score crp mg liter geometric mean disease site patients terminal ileum colon ileocolon previous infliximab therapy patients previous acute hypersensitivity reaction infliximab patients previous bowel resection performed patients concurrent treatment crohns disease study entry patients ff glucocorticoids immunosuppressive agents glucocorticoids plus immunosuppressive agents neither glucocorticoids immunosuppressive agents
measures;other, id genotype p
measures;other, feno placebo lsm omalizumab lsm lsm difference 95 ci p value placebo lsm
measures;other, visits 3e5 visits 9e11 visits 17e19 univariate pvalue multivariate pvalue
measures;other, baseline month 1 month 6 month 12 month 18 month 24 month 25 month12 month18
subgroup_name;subgroup_level, age yrs 51 5160 60 bmi kg m2 30 3035 35 gender male female ldlc mg dl 100 100130 130 nonhdl mg dl 130 130160 160 sbp mmhg 120 120130 ale 7 78 8 crp mg dl 17 1745 45 egfr 78 7896 96 current smoker yes
subgroup_name;subgroup_level, hba1c countries china india korea countries
subgroup_name;subgroup_level, participants mmse 28 mmse 2427 mmse 23
subgroup_name;subgroup_level, age 70 years n960 sex male n1094 country argentina n342 cardiac valve surgery n707 hypertension n368 nyha class 24 nllll serum potassium 418mmol l n729 left atrial diameter 42 mm n480 ejection fraction 50 n288 habitual fish intake 2 servings wk n381 phospholipid omega3 levels 4 n200 study drug loading days actual 0 n34 periop betablockers n456 periop statins n550 periop amiodarone n1295 periop aceinhibitors arbs n655 onpump time l36hrsmin n721 crossdamp time lllhrsmin n724 overall n1516
subgroup_name;subgroup_level, age 65 years age 65 years sex male sex female moderate less airflow limitation severe worse airflow limitation smoking exsmoker smoking current smoker ics use baseline ics use baseline yes reversibility 5 reversibility 5 12 reversibility 12 bmi 300 kg m2 bmi 300 kg m2 overall
subgroup_name;subgroup_level, overall diabetes diabetes age 65 years age 65 years men women depression depression education 8 years education 812 years education 12 years hba median hbakmedian omega3 fatty acid placebo hbak median hbalcmedian
subgroup_name;subgroup_level, overall diabetes diabetes age 65 years age 65 years men women depression depression education 8 years education 812 years education 12 years hbalcmedian hbalcmedian insulin glargine standard care hbalc median
subgroup_name;subgroup_level, patients male female family history diabetes + family history diabetes fbs 100 mg dl fbs 100 mg dl age 65 years old age65 years old bmi 25kg m2 bmi25kg m2 beta blocker without beta blocker acei arb without acei arb
subgroup_name;subgroup_level, total study population women 65 years women 65 years
subgroup_name;subgroup_level, overall age median median sexa male female region latin american asia pacific western europe eastern europe north america racea white black asian ethnicitya hispanic latino hispanic latino diabetes durationa median prior congestive heart failure yes baseline heart failure severity nyha class nyha class ii nyha class reported none prior myocardial infarction yes prior coronary artery disease yes prior hypertensiona yes body mass indexa median 30 30 systolic blood pressure mm hg 140 140 160 160 glycated hemoglobin median renal function 60 egfr ml min 173 m2 60 egfr ml min 173 m2 30 60 egfr ml min 173 m2 60 90 egfr ml min 173 m2 90 egfr ml min 173 m2 insulin yes thiazolidinedione yes ace inhibitor yes angiotensin receptor blocker yes pblocker yes diuretic thiazide
p-interaction;arms, valsartan n n valsartan hctz n n p
outcomes;measures, total cholesterol mg dl ldlcholesterol mg dl hdlcholesterol mg dl triglyceride median mg dl 2575 percentile epa mol fpg mg dl hba c systolic mmhg diastolic fmmhff
outcomes;measures, hdlc baseline mean mg dl final mean mg dl mean change se value tg ldlc nonhdlc apob hscrp baseline median mg l final median mg l median change value1
outcomes;measures, bdi total score baseline tdi total score week 12 locf sgrq total score baseline sgrq total score week 12 locf change baseline
outcomes;measures, cv death first hhf cv death first hhf kccq 12 months death allcause months logtransformed change ntprobnp 12 months logtransformed change sbp 4 months change sbp 8 months change sbp 12 months
