CUI,preferred,hasMSH
C3653412,MAO B Inhibitors, dopaminergic anti-parkinson drugs,false
C0457086,Morning stiffness - joint,false
C0200760,Morphometric analysis,false
C0750554,MOSTLY,false
C0149745,Oral Ulcer,true
C1335594,MRAS protein, human,true
C1367476,MRAS gene,false
C1039355,Sio,false
C0026724,Mucous Membrane,true
C3714835,Multivitamin Drug Class,false
C0883242,MYCOPHENOLATE,false
C0027342,Nail plate,true
C1432728,CD244 protein, human,true
C3538766,CD244 wt Allele,false
C0870935,Napping,false
C1423800,CTNNBL1 gene,false
C4283878,Neutrophil Activation Probe Imaging Agent,false
C0027396,Naproxen,true
C0068475,nebivolol,true
C0027540,Necrosis,true
C1334928,Necrotic changes (finding),false
C4684590,Clinical Benefit,false
C1516635,Clinical Treatment,false
C0814225,benefit,false
C0150775,Social Networks,true
C1513822,Consortium or Network,false
C1705739,Network Device,false
C1882071,Network,false
C0002903,Anesthesia procedures,true
C0002912,Dental anesthesia,true
C0002930,Anesthesiology,true
C4049933,Anesthesia substance,false
C0029227,Delirium, Dementia, Amnestic, Cognitive Disorders,true
C4041080,Neurocognitive Disorders,true
C0027947,Neutropenia,true
C0853697,Neutrophil count decreased,false
C0741281,atrial fibrillation new onset,false
C0746890,new onset,false
C0750546,newly,false
C0240526,Night time,false
C0132512,nilvadipine,true
C2930789,nintedanib,true
C1513817,NCI-Designated Cancer Center,false
C0525032,International Normalized Ratio,true
C1704538,Integrated Neuromusculoskeletal Release,false
C0750489,apparent,false
C0332325,Resistant (qualifier value),false
C1514892,Resistance Process,false
C1550464,resistant - Observation Interpretation Susceptibility,false
C2827757,Antimicrobial Resistance Result,false
C1948062,Copy (object),false
C0068000,N-glycylglutamic acid,true
C0222001,Structure of nail of finger,true
C0578870,Chronic idiopathic urticaria,false
C3896585,Total Nicotine Equivalent,false
C0028734,Nocturia,true
C1970122,Nocturnal back pain,false
C0445097,Non-biological,false
C2986416,Noncarrier,false
C0586793,Inhaled steroids use,false
C0542269,Non-Q wave myocardial infarction,false
C3537181,Non Q Wave Myocardial Infarction by ECG Finding,false
C0264757,Rheumatic disease of heart valve,false
C0517067,Rolls over, 6 month child development,false
C0543436,Does roll over,false
C0038012,Spondylitis,true
C0439597,non-recurrent,false
C0331873,nordic,false
C0036273,Nordic Countries,true
C0855390,renin increased,false
C4229017,Normal BMI,false
C2712133,Actual Effective Cognition,false
C1276356,Normal interest,false
C0853522,Arteriogram coronary normal,false
C4296962,Normal function,false
C1535947,Normal Ventricular Ejection Fraction,false
C1549081,Termination - Inactive Reason Code,false
C1692758,termination - ActReason,false
C2712185,Normal weight,false
C2712122,Normal blood pressure,false
C1709269,North,false
C4085681,Oceania <genus>,false
C0326287,Ant-thrush (organism),false
C1518425,Not Otherwise Specified,false
C1883425,Unevaluable,false
C4316743,Not severe,false
C0020258,Hydrocephalus, Normal Pressure,true
C0027442,Nasopharynx,true
C0449813,Number of joints,false
C1549755,Visit Number,false
C0445085,NX category,false
C0278962,New York Heart Association class III/IV,false
C0029118,Opportunistic Infections,true
C0029434,Osteogenesis Imperfecta,true
C3641332,The Overactive Bladder Questionnaire,false
C0028753,Oats (Dietary),false
C0331496,Avena (plant),true
C0939905,Oats preparation,false
C3539067,Oat (plant),false
C3897364,Thermoacoustic Computed Tomography,false
C0302523,Observation in research,true
C0700325,Patient observation,true
C1964257,Observation - diagnostic procedure,false
C3889687,Clinical Observation,false
C1706255,Packaging Case,false
C1706256,Clinical Study Case,false
C1412791,BGLAP gene,false
C2347392,Oncology Certified Nurse,false
C3828732,October,false
C0268353,Cutis laxa, x-linked,true
C1861455,STOMATOCYTOSIS I,true
C0386393,Olmesartan medoxomil,true
C0029040,Ontario,true
C0677612,Surgical action,false
C0029087,Ophthalmology specialty,true
C0205481,Ophthalmologic,false
C1518601,Options,false
C1550456,option - ActMoodPredicate,false
C0001637,Adrenergic Agents,true
C0747055,organic,false
C0079946,National origin,false
C1550512,Participation Type - origin,false
C0205313,Original,false
C2347409,Original Regulatory Submission,false
C2363731,Oropharyngeal pain,false
C4554669,Oropharyngeal Pain, CTCAE,false
C0069590,ORALIT,true
C1963718,Oculorespiratory syndrome,false
C0232823,Osmotic diuresis,false
C0538161,Tumor necrosis factor receptor 11b,true
C1308614,TNFRSF11B protein, human,true
C1859330,Cardiac Valvular Defect, Developmental,true
C0008946,Climate,true
C0430022,diagnostic procedure,false
C1546908,Procedure Functional Type - Diagnostic procedure,false
C0872338,cancer location,false
C0935587,level of functioning,false
C0027646,Diagnostic Neoplasm Staging,true
C0086749,Outcome Measures,true
C0085415,Treatment outcome,true
C0029939,Ovary,true
C0227898,Both ovaries,false
C0030375,Papua New Guinea,true
C0063017,PPY protein, human,true
C4319755,PPY wt Allele,false
C0086027,Analysis, Cohort,true
C1319166,Symptom severity level,false
C0016694,Freedom,true
C0030738,Peas - dietary,true
C0069964,palmidrol,true
C1262903,Pisum sativum,true
C3257529,Pisum sativum (pea) extract,false
C0030086,Oxypurinol,true
C0233660,Mental blocking,false
C0332206,Blocking,false
C3898062,P-glycoprotein Inhibitor,false
C1539794,SMR3B gene,false
C0441849,Group P (alphabetic group),false
C1959644,P group,false
C1518835,P/J Mouse,false
C4086240,Differential Methylation,false
C1176308,tolvaptan,true
C0401806,Valuer,false
C0681848,Panel Study,false
C0026272,Mixed Connective Tissue Disease,true
C3897657,Sample Size Calculation,false
C0030274,Pancreas,true
C0681933,parametric statistics,false
C0030554,Paresthesia,true
C4553220,Paresthesia, CTCAE,false
C4050122,Paroxysmal Atrial Fibrillation by ECG Finding,false
C1956415,Paroxysmal nocturnal dyspnea,true
C3887537,Partner,false
C0425309,Passive smoker,false
C0332119,Past history of,false
C2945691,past treatment,false
C4698447,Patient age,false
C0449437,Patient status,false
C0030673,Patient Admission,true
C0741926,cardiac patient,false
C2986511,Evaluable Patient,false
C0870668,hospitalized patients,false
C0278138,Mild pain,false
C4522280,Neck Pain Score 2,false
C0406322,Psoriasis of nail,false
C0267561,Perianal fistula,false
C1277626,patient in remission,false
C0683521,patient condition,false
C0420176,Vitamin D supplement therapy,false
C3541352,Vitamin D supplement,false
C1415801,HTN3 gene,false
C3819255,Pharmacogenomics Biomarker Domain,false
C0032520,Polymerase Chain Reaction,true
C3853643,Probe with target amplification technique,false
C4050242,Pathologic Complete Response,false
C4687747,Peak Pressure Gradient,false
C0574002,Edema of foot (finding),false
C2937276,Slight (qualifier value),false
C0522501,Massive,false
C1706089,Marked,false
C4050469,Borg Category-Ratio 10 Perceived Exertion Score 2,false
C0030915,Pepsinogen C,true
C0523817,Pepsinogen II measurement,false
C0264956,Atheroma,true
C3272907,Percent Change From Baseline,false
C1273169,Indapamide / Perindopril,true
C0150936,Peripheral Blood Vessel,false
C0947487,Peripheral vessels,false
C0151313,Sensory neuropathy,false
C4554142,Peripheral Sensory Neuropathy, CTCAE,false
C0205326,Permeable,false
C0523816,Pepsinogen I measurement,false
C1412792,BGN gene,false
C3810522,BGN wt Allele,false
C4522133,Patient Global Impression Generic Modification Version Questionnaire,false
C0031350,Pharyngitis,true
C4553308,Pharyngitis, CTCAE,false
C0031412,Phenobarbital,true
C0031678,Phosphoric Monoester Hydrolases,true
C0066495,fluorouracil/leucovorin calcium/methotrexate protocol,true
C1149880,phosphoric monoester hydrolase activity,false
C4522024,Phosphatase (disposition),false
C0031765,Phototherapy,true
C0678812,systemic administration,false
C0456681,Millimeter Per Second,false
C0122626,human pancreatic eicosapeptide,true
C0429863,Pulsatility index, arterial velocity waveform,false
C3537219,SERPINA1 wt Allele,false
C3539772,STANDARDS Pain Intensity Questionnaire,false
C0031990,Piroxicam,true
C0683952,placebo study,false
C0441844,Group J,false
C1608841,ustekinumab,true
C1099881,vastatin,true
C0858034,plasma cholesterol,false
C0032105,Plasma,true
C0010286,Creatine,true
C1550098,Plasma, NOS (not otherwise specified),false
C4521445,Plasma Product,false
C0032177,Platelet Aggregation Inhibitors,true
C0443116,Platelets Product,false
C1963076,Platelets, CTCAE,false
C3829994,Generally Satisfied or Pleased,false
C4264468,Pleased,false
C0030125,aminosalicylic acid,true
C1820373,pre-autophagosomal structure,false
C2828386,Pass (indicator),false
C3854028,Patient activity scale,false
C4321248,Premorbid Adjustment Scale,false
C4522126,Platelets Additive Solution,false
C0006539,Belarus,true
C0885378,Glonoine, nitroglycerine, Homeopathic preparation,false
C1417807,NPPA gene,false
C4552608,NPPA wt Allele,false
C0032385,Pollen,true
C0795585,Bee pollen,false
C1320238,Pollen (allergen),false
C0162323,Polyarthritis,true
C0337051,Environmental pool,false
C1260386,Glucocorticoid-remediable aldosteronism,true
C1509144,Sample pool,false
C1303103,Sample analysis,false
C0032646,Poor compliance,false
C3806166,Poor outcome,false
C3272301,Post-Procedure,false
C0037949,Vertebral column,true
C2752558,Neuron spine,false
C0231957,Slow vital capacity,false
C0304490,Potassium Sparing Diuretics,true
C3536751,Potassium-sparing Diuretic [EPC],false
C1532568,mEq/dL,false
C0279759,progesterone receptor positive,false
C0042752,United States Virgin Islands,true
C0279766,progesterone receptor negative,false
C1418864,PR@ gene cluster,false
C3538934,STANDARDS Pain Relief Questionnaire,false
C3889640,Progesterone Receptor Measurement,false
C4048189,Per rectum,false
C4082178,Progesterone Receptor, human,false
C4082184,peristromal region viral factory,false
C4085573,TMEM37 wt Allele,false
C2827900,Minute Times Nanogram per Milliliter,false
C0700474,Pravastatin Sodium,true
C1708033,FZD4 wt Allele,false
C0439565,Pre-dose,false
C3812758,Pre-dose Measure,false
C3272300,Pre-Procedure,false
C0683956,predictive factor,false
C0032961,Pregnancy,true
C0337954,Tertiary care hospital,false
C0749659,Treatment Status,false
C1412533,ARIH1 gene,false
C4521376,ARIH1 wt Allele,false
C0003191,Antirheumatic Agents,true
C0003405,Antiparkinson Agents,true
C0042839,Vitamin A,true
C0087161,All-Trans-Retinol,true
C2825076,Vitamin A [EPC],false
C3714656,Vitamin A Drug Class,false
C3841753,Yes, stroke,false
C0043240,Wound Healing,true
C0205249,Healed,false
C0005527,Biological Response Modifier Therapy,true
C4687737,Stratified Randomization,false
C0332155,Did not receive therapy or drug for,false
C1549995,Primary Reason,false
C1709665,Primary Key,false
C1515999,Anti-inflammatory effect,false
C2267018,Bisphosphonate [EPC],false
C0542380,Direct current cardioversion,false
C0085207,Gestational Diabetes,true
C0729829,Urate level - finding,false
C0935936,Urate,true
C0033209,Probenecid,true
C1735364,Diabetes progression,false
C0033429,Propafenone,true
C0033482,Propionic Acids,true
C0695274,Poisoning by propionic acid derivatives,false
C3540752,Propionic acid derivatives, antiinflammatory and antirheumatic products,false
C0194804,Biopsy of prostate,false
C1441416,Prostate volume,false
C0560020,g/h,false
C1185740,Tract,false
C4086720,PSA Level,false
C0458006,Psychogenic,false
C3653516,PSYCHOLEPTICS,false
C0030899,Pentoxifylline,true
C0034043,Puerto Ricans,true
C0242073,Pulmonary congestion,false
C0006888,Christmas Island,true
C0456261,Pulmonary Vascular Resistance,true
C0308914,Dyne veterinary drug,false
C0600130,Dyne - unit of force,false
C0488644,Hemodynamic resistance:Resistance:Point in time:Pulmonary vasculature:Quantitative,false
C2247561,5-(carboxyamino)imidazole ribonucleotide mutase activity,false
C0018989,Hemiparesis,true
C0445254,Sensory (qualifier value),false
C0242852,Proliferative vitreoretinopathy,true
C1419141,PVR gene,false
C0015967,Fever,true
C4331197,Quick Inventory of Depressive Symptomatology Self-Report Version Questionnaire,false
C0426359,Urinary symptoms,false
C0487742,Width,false
C1425796,HPS6 gene,false
C1522634,Question (inquiry),false
C4553152,Tiredness Visual Analogue Scale,false
C0004600,Back,true
C0460009,Back structure, including back of neck,false
C1995000,Back structure, excluding neck,false
C0027530,Neck,true
C0019559,Hip joint pain,false
C4551516,Hip pain,false
C3159206,dendritic spine neck,false
C2364135,Discomfort,false
C0152054,Therapeutic tactile stimulation,true
C0439815,Tactile,false
C0702221,Touch sensation,true
C0429091,R wave feature,false
C0449216,aVL - Lead site,false
C4287599,CDISC SDTM Collected Race Terminology,false
C0332301,Radiating to,false
C0017200,Gated Blood-Pool Imaging,true
C0034610,Radionuclide Ventriculography,true
C3538818,Ramus Intermedius Artery,false
C0681683,temporal distribution,false
C0021398,Economic Inflation,true
C1318493,Inflation procedure,false
C0451405,Rankin scale,false
C0015230,Exanthema,true
C0489879,rate control,false
C3839460,Nonprogressive,false
C0033809,Pseudomonas aeruginosa,true
C0556581,Retinol equivalents,false
C1999244,Cover - action,false
C3888055,Cover (physical object),false
C2986904,Respiratory Domain,false
C0237096,residence,false
C1527428,Remaining,false
C0814126,remission by duration,false
C0194073,Kidney biopsy,false
C0005005,Benin Republic,true
C0034700,Rats, Inbred BN,true
C1706574,GRP wt Allele,false
C4551963,BULIMIA NERVOSA, SUSCEPTIBILITY TO,false
C0086907,Renin-Angiotensin-Aldosterone System,true
C0035096,Renin-angiotensin system,true
C2984247,Renin-Angiotensin Pathway,false
C1514873,Requirement,false
C1708385,Hospitalization Required,false
C0018896,Helping Behavior,true
C0022209,isoniazid,true
C0152172,Angina decubitus,false
C4697852,Normal Activity,false
C0035455,Rhinitis,true
C0871269,Rhythm,false
C1523018,rhythmic process (biological),false
C3828331,Rhythm Not Otherwise Specified ECG Assessment,false
C0035561,Bone structure of rib,true
C0242707,Right Ventricular Dysfunction,true
C1556315,Right Ventricular Dysfunction, CTCAE,false
C0246719,Risedronate,true
C3495424,Risk for venous thromboembolism:Impression/interpretation of study:Point in time:^Patient:Ordinal,false
C3496592,Risk for venous thromboembolism,false
C2923839,Risk level,false
C1519104,Risk Marker,false
C0332166,Moderate risk of,false
C0762662,rofecoxib,true
C0965618,Roflumilast,true
C1260867,Rotablator,false
C1700683,Rotigotine,true
C4318637,rotigotine, (+)-,true
C0814206,Alcohol Clinical Index,false
C1510682,ACI, Rat Strain,false
C2346870,Attocurie,false
C4050575,Acceleration index:Accel:Pt:Aorta:Qn,false
C0817096,Chest,true
C1527391,Anterior thoracic region,false
C0035190,Residual volume,true
C3889272,Randomization Validation,false
C0010139,Cortodoxone,true
C0043474,Zidovudine,true
C1517317,French Southern Territories,false
C3814419,FST wt Allele,false
C4301968,v wave,false
C0036037,Bone structure of sacrum,true
C0242618,Sample Size,true
C0037793,Specimen processing (procedure),true
C2348149,Sample Statistic,false
C0449719,Part,false
C0406326,Scalp psoriasis,false
C1700247,Renal scarring,false
C0005558,Biopsy,true
C0220797,biopsy characteristics,true
C0008767,Cicatrization,true
C2004491,Cicatrix,true
C0014282,England,true
C4706265,Asthma Control Questionnaire score,false
C3472502,Saint George's respiratory questionnaire score,false
